"Relevant","abstract","abstract","0","10.1007/s00284-018-1605-y","coix lachryma-jobi","paenibacillus amylolyticus kmcle06 (bacteria","","present","endophytic","isolated from the medicinal plant coix lachryma-jobi","","","abstract-csv","doi_10.1007_s00284-018-1605-y","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00284-018-1605-y","coix lachryma-jobi","not a fungus)","","present","endophytic","isolated from the medicinal plant coix lachryma-jobi","","","abstract-csv","doi_10.1007_s00284-018-1605-y","Abstract"
"Relevant","abstract","abstract","0","10.3389/fmicb.2018.02732","not specified","endophytes","internal plant tissues","present","endophytic","presence and thriving within plant tissues; promoting plant growth; eliciting defense response against pathogen attack; acting as remediators of abiotic stresses.","not specified","not specified","abstract-csv","doi_10.3389_fmicb.2018.02732","Abstract"
"Relevant","abstract","abstract","0","10.1099/ijsem.0.003142","gastrodia elata blume","","tubers","present","endophytic (since it's isolated from plant tissue)","isolated from tubers of gastrodia elata blume","(not specified in text)","country not specified in text","abstract-csv","doi_10.1099_ijsem.0.003142","Abstract"
"Relevant","abstract","abstract","0","10.3390/pathogens7040093","unknown","fusarium solani species complex","","present","mutualistic","assisting in host growth and fecundity","","","abstract-csv","doi_10.3390_pathogens7040093","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00248-018-1290-1","citrus (citrus spp.)","not mentioned","head","malpighian tubules","gut","ovaries; bacteriome; present; endosymbiontic; insect vector of 'candidatus liberibacter asiaticus' (clas); interactions between endosymbionts and clas are poorly understood.","not mentioned","not mentioned","abstract-csv","doi_10.1007_s00248-018-1290-1","Abstract"
"Relevant","abstract","abstract","0","10.1111/mpp.12771","plants affected by powdery mildew (various species)","powdery mildew fungi","aboveground plant tissues","phyllosphere","present","pathogenic; epiphytically colonizes aboveground plant tissues. may interact with host-associated microbiota and other phytopathogens.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_mpp.12771","Abstract"
"Relevant","full-text","full-text","11","10.1038/s41598-018-35223-8","triticum aestivum (wheat)","zymoseptoria tritici","leaf","apoplast","present","pathogenic; apoplastic pathogen; no penetration of plant cells; agricultural; multiple (europe","iran","iraq)","full-text","doi_10.1038_s41598-018-35223-8","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s11356-018-3680-9","sedum alfredii hance","m002","leaves","present","endophytic","inoculated in hydroponic experiments for studying the effects on growth; photosynthetic characteristics and cadmium uptake.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1007_s11356-018-3680-9","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180703.007","ligusticum chuanxiong hort.","bacillus subtilis","rhizoma (root)","present","endophytic","isolated from rhizoma using tissue grinding method; and observed to produce ligustrazine in the fermentation medium","","china","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180703.007","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.meatsci.2018.11.007","tall fescue (lolium arundinaceum)","endophyte-infected tall fescue seeds","not specified (likely grass seed or beef steak derived from infected plant)","present","endophytic","infected tall fescue seeds were fed to angus steers during the stocker phase; and the study focused on quality attributes of beef strip steaks.","not specified","not specified","abstract-csv","doi_10.1016_j.meatsci.2018.11.007","Abstract"
"Relevant","abstract","abstract","0","10.21307/pjm-2018-039","phalaris arundinacea","none (text mentions bacteria as endophytes","root","present","endophytic","isolated from root tissues of phalaris arundinacea exposed to diclofenac and sulfamethoxazole","not specified in text","not specified in text","abstract-csv","doi_10.21307_pjm-2018-039","Abstract"
"Relevant","abstract","abstract","0","10.21307/pjm-2018-039","phalaris arundinacea","not fungi)","root","present","endophytic","isolated from root tissues of phalaris arundinacea exposed to diclofenac and sulfamethoxazole","not specified in text","not specified in text","abstract-csv","doi_10.21307_pjm-2018-039","Abstract"
"Relevant","abstract","abstract","0","10.1080/10286020.2018.1540606","ligusticum wallichii","aspergillus fumigatus","not specified","present","endophytic","isolated from the fermentation broth of a. fumigatus","","","abstract-csv","doi_10.1080_10286020.2018.1540606","Abstract"
"Relevant","abstract","abstract","0","10.1080/14786419.2018.1489392","rhapis cochinchinensis (lour.) mart.","chaetomium globosum","endophytic","present","endophytic","isolated from rhapis cochinchinensis (lour.) mart.","","not specified","abstract-csv","doi_10.1080_14786419.2018.1489392","Abstract"
"Uncertain","abstract","abstract","0","10.1016/j.protis.2018.08.001","","","","present","unknown","no fungi detected or mentioned; freshwater","['uk'","'sweden']","abstract-csv","doi_10.1016_j.protis.2018.08.001","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.jhazmat.2018.10.074","centella asiatica","bacillus fermus","not_specified","present","endophytic","isolated from centella asiatica","not_specified","not_specified","abstract-csv","doi_10.1016_j.jhazmat.2018.10.074","Abstract"
"Relevant","abstract","abstract","0","10.1080/10286020.2018.1497610","unknown","xylaria sp.","not specified","present","endophytic","isolated from fermentation broth of xylaria sp. hnwsw-2","mangrove","not specified","abstract-csv","doi_10.1080_10286020.2018.1497610","Abstract"
"Relevant","abstract","abstract","0","10.3390/molecules23112873","rape (brassica napus)","chaetomium globosum","not specified","present","endophytic","isolated from the endophytic fungus chaetomium globosum cdw7.","agricultural field","not specified","abstract-csv","doi_10.3390_molecules23112873","Abstract"
"Relevant","full-text","full-text","9","10.1186/s12934-018-1017-5","chelidonium majus l.",NA,"root","stem","leaves","present; endophytic; isolated from surface-sterilized roots; stems; and leaves; ruderal environment","contaminated sites","poland","full-text","doi_10.1186_s12934-018-1017-5","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.micres.2018.09.002","robinia pseudoacacia","mesorhizobium loti","root nodules","present","symbiotic","isolated from root nodules of black locust grown in a pb-zn mining area; microsymbiosis between hm-resistant rhizobia and r. pseudoacacia","mining area","(not provided in text)","abstract-csv","doi_10.1016_j.micres.2018.09.002","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.micres.2018.08.013","solanum tuberosum (potato)",NA,"tuber","present","pathogenic (p. carotovorum is a phytopathogen)","bacteria strain ar10 exhibits antagonistic activity against pectobacterium carotovorum causing bacterial soft rot","not specified","not specified","abstract-csv","doi_10.1016_j.micres.2018.08.013","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.micres.2018.08.013","solanum tuberosum (potato)","not a fungus)","tuber","present","pathogenic (p. carotovorum is a phytopathogen)","bacteria strain ar10 exhibits antagonistic activity against pectobacterium carotovorum causing bacterial soft rot","not specified","not specified","abstract-csv","doi_10.1016_j.micres.2018.08.013","Abstract"
"Relevant","full-text","full-text","18","10.1371/journal.pone.0203505","angelica dahurica","magnaporthe oryzae","not specified","present","pathogenic","isolated from the endophytic strains of angelica dahurica.","not specified","china","full-text","doi_10.1371_journal.pone.0203505","Full-Text"
"Relevant","full-text","abstract","0","10.1099/ijsem.0.003091","cucumis sativus l.","(none","root","present","endophytic","isolated from root of cucumber plant collected in iksan; republic of korea.","(not provided in text)","republic of korea","abstract-csv","doi_10.1099_ijsem.0.003091","Full-Text"
"Relevant","full-text","abstract","0","10.1099/ijsem.0.003091","cucumis sativus l.","bacterium chryseobacteriumphosphatilyticum sp. nov.)","root","present","endophytic","isolated from root of cucumber plant collected in iksan; republic of korea.","(not provided in text)","republic of korea","abstract-csv","doi_10.1099_ijsem.0.003091","Full-Text"
"Relevant","abstract","abstract","0","10.1099/ijsem.0.003092","halophytes (species not identified)","microbacterium halophytorum","not specified","present","endophytic","isolated from surface-sterilized roots of two species of halophytes collected from the southern edge of the gurbantunggut desert.","desert","not specified","abstract-csv","doi_10.1099_ijsem.0.003092","Abstract"
"Relevant","abstract","abstract","0","10.3390/md16110402","laminaria japonica","alternaria sp. w-1","not specified","present","endophytic","isolated from laminaria japonica","not specified","not specified","abstract-csv","doi_10.3390_md16110402","Abstract"
"Relevant","abstract","abstract","0","10.1007/s12275-018-8278-x","huperzia serrata","shiraia sp. slf14","","present","endophytic","endophytic fungal strain isolated from the plant host","","","abstract-csv","doi_10.1007_s12275-018-8278-x","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180727.001","santalum album","fusarium","roots","stems","leaves","present; endophytic; isolated from sandal plant parts","(not specified in text)","not specified in text","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180727.001","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180727.001","santalum album","alternaria","roots","stems","leaves","present; endophytic; isolated from sandal plant parts","(not specified in text)","not specified in text","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180727.001","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180727.001","santalum album","acremonium","roots","stems","leaves","present; endophytic; isolated from sandal plant parts","(not specified in text)","not specified in text","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180727.001","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180727.001","santalum album","pantoea","roots","stems","leaves","present; endophytic; isolated from sandal plant parts","(not specified in text)","not specified in text","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180727.001","Abstract"
"Relevant","abstract","abstract","0","10.19540/j.cnki.cjcmm.20180727.001","santalum album","monilia sp","roots","stems","leaves","present; endophytic; isolated from sandal plant parts","(not specified in text)","not specified in text","abstract-csv","doi_10.19540_j.cnki.cjcmm.20180727.001","Abstract"
"Relevant","full-text","full-text","17","10.1371/journal.pone.0201866","lolium arundinaceum (tall fescue)","epichloë coenophiala","seeds","present","endophytic","infected the plant","not specified","united states of america","full-text","doi_10.1371_journal.pone.0201866","Full-Text"
"Relevant","full-text","full-text","16","10.1186/s12866-018-1306-5","vitis vinifera cv. glera (grapevine)","","various (roots","stems","leaves)","present; endophytic; isolated from surface-sterilized roots. demonstrated ability to colonize grapevine tissues.","not specified","italy","full-text","doi_10.1186_s12866-018-1306-5","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.steroids.2018.10.006","(various plants in forests)","","(not specified)","present","endophytic","fungal endophytes were isolated from plants and cultured to obtain sufficient biomass","forest","(not specified)","abstract-csv","doi_10.1016_j.steroids.2018.10.006","Abstract"
"Relevant","full-text","full-text","17","10.1007/s00253-018-9433-3","not specified in the text","micromonospora","root nodules","present","biocontrol agent","obtained from the root nodules of legumes","not specified in the text","south africa","full-text","doi_10.1007_s00253-018-9433-3","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.scitotenv.2018.09.078","green leafy vegetables (glv)","not specified (bacteria","leaves","present","endophytic","isolated from green leafy vegetables and found to be resistant to a wide range of antibiotics and heavy metals.; riverbank","not specified (india","as cultivated on the yamuna river bank)","abstract-csv","doi_10.1016_j.scitotenv.2018.09.078","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.scitotenv.2018.09.078","green leafy vegetables (glv)","endophytic)","leaves","present","endophytic","isolated from green leafy vegetables and found to be resistant to a wide range of antibiotics and heavy metals.; riverbank","not specified (india","as cultivated on the yamuna river bank)","abstract-csv","doi_10.1016_j.scitotenv.2018.09.078","Abstract"
"Relevant","abstract","abstract","0","10.2174/1568026618666181002112231","unknown","paracoccidioides spp.","not specified","present","pathogenic","naturally found in soil or plants; pathogenic to mammalian hosts upon inhalation","tropical and subtropical forests","not specified","abstract-csv","doi_10.2174_1568026618666181002112231","Abstract"
"Relevant","abstract","abstract","0","10.1139/cjm-2018-0158","medicago sativa (alfalfa)","ensifer meliloti","multiple tissues of alfalfa cultivars","present","endophytic","mutualistic; isolated from different tissues and alfalfa cultivars in gansu; china. the symbiotic efficiency varies among alfalfa cultivars.; agricultural fields of gansu","china","china","abstract-csv","doi_10.1139_cjm-2018-0158","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","acer (d.acerigena)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","alangium (d.alangii)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","betula (d.betulina)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","carya (d.caryae)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","cercis (d.cercidis)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","chensiya (d.chensiensis)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","fraxinus (d.fraxinicola)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","kadsura (d.kadsurae)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.3897/mycokeys.39.26914","padus (d.padina)","diaporthe","(not specified in text)","present","pathogenic","isolated from forest trees in beijing; heilongjiang; jiangsu; jiangxi; shaanxi and zhejiang provinces; china","forest","china","abstract-csv","doi_10.3897_mycokeys.39.26914","Abstract"
"Relevant","abstract","abstract","0","10.1094/pdis-05-18-0762-fe","cool-season grasses","epichlo? endophyte","not specified","present","mutualistic","symbiotic relationship; increases resistance to abiotic and biotic stresses","rangelands","not specified","abstract-csv","doi_10.1094_pdis-05-18-0762-fe","Abstract"
"Relevant","full-text","abstract","2","10.3762/bjoc.14.215","unknown","paecilomyces variotii en-291","not specified","present","endophytic","marine alga-derived fungus; marine","china","hungary","full-text","doi_10.3762_bjoc.14.215","Full-Text"
"Relevant","abstract","abstract","0","10.3390/microorganisms6030095","host species (species not specified in text)","symbiotic microbes","root","present","endophytic","later free-living in soil; intracellular endophytic phase and free-living soil phase. nutrients extracted through exposure to host-produced reactive oxygen.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.3390_microorganisms6030095","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10482-018-1162-1","callitris spp. (native pine tree)","actinomycetospora callitridis sp. nov.","root","present","endophytic","isolated from surface-sterilized root; campus of flinders university; adelaide","south australia","australia","abstract-csv","doi_10.1007_s10482-018-1162-1","Abstract"
"Relevant","full-text","full-text","9","10.1264/jsme2.me18023","zea maize l.",NA,"root system","present","endophytic","pathogenic (candidatus phytoplasma); saprotrophic; unknown; study of root microbiome for various biotechnological applications; unculturable bacterial species play principal and often unique roles in root ecosystem functions.","agricultural field","egypt","full-text","doi_10.1264_jsme2.me18023","Full-Text"
"Relevant","abstract","abstract","0","10.3390/md16090319","mangrove (unspecified species)","various mangrove-associated fungi","soil","present","endophytic","pathogenic; or saprotrophic (unspecified); associated with mangrove ecosystem","mangrove ecosystem","","abstract-csv","doi_10.3390_md16090319","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","kushneria indalinina/k. marisflavi","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","providencia rettgeri","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","pseudomonas zhaodongensis","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","bacillus safensis","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","paenibacillus borealis","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","staphylococcus equorum","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","salinicola halophilus","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1093/femsle/fny208","arthrocnemum macrostachyum","marinococcus tarijensis","endosphere","present","endophytic","isolated from arthrocnemum macrostachyum using standard non-saline media","halophytic","","abstract-csv","doi_10.1093_femsle_fny208","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00253-018-9344-3","tabebuia/handroanthus genera","endophytic fungi","not specified in text","present","endophytic","isolated from medicinal plants used in traditional medicine","not specified in text","not specified in text","abstract-csv","doi_10.1007_s00253-018-9344-3","Abstract"
"Relevant","abstract","abstract","0","10.3732/ajb.1100459","vascular plants","ascomycota","healthy tissues","present","endophytic","occur in healthy tissues of plants; madrean coniferous forest (arizona); montane semideciduous forest (north carolina); scrub forest (florida); beringian tundra and forest (western alaska)","subalpine tundra (eastern central alaska)","united states","abstract-csv","doi_10.3732_ajb.1100459","Abstract"
"Relevant","abstract","abstract","0","10.3732/ajb.1100459","mosses","ascomycota","healthy tissues","present","endophytic","occur in healthy tissues of plants; madrean coniferous forest (arizona); montane semideciduous forest (north carolina); scrub forest (florida); beringian tundra and forest (western alaska)","subalpine tundra (eastern central alaska)","united states","abstract-csv","doi_10.3732_ajb.1100459","Abstract"
"Relevant","abstract","abstract","0","10.3732/ajb.1100459","lycophytes","ascomycota","healthy tissues","present","endophytic","occur in healthy tissues of plants; madrean coniferous forest (arizona); montane semideciduous forest (north carolina); scrub forest (florida); beringian tundra and forest (western alaska)","subalpine tundra (eastern central alaska)","united states","abstract-csv","doi_10.3732_ajb.1100459","Abstract"
"Relevant","abstract","abstract","0","10.1038/bmt.2008.195","not applicable (no plants mentioned)","not applicable","not applicable","present","unknown","","not applicable","netherlands","abstract-csv","doi_10.1038_bmt.2008.195","Abstract"
"Relevant","abstract","abstract","0","10.3389/fpls.2020.570026","lolium perenne","epichloe festucae","vegetative tissues","present","endophytic","seed-transmitted fungal endophyte; observed temporal changes in a novel association over nine generations","(not provided)","(not provided)","abstract-csv","doi_10.3389_fpls.2020.570026","Abstract"
"Relevant","abstract","abstract","0","10.3390/agronomy14122771","solanum lycopersicum (tomatoes)","cladophialophora guangxiense hx2","root","present","biocontrol agent","isolated from rhizosphere soil of sugarcane in hengzhou guangxi province; china. demonstrates controlling effect on tomato bacterial wilt and promotes growth.","soil","china","abstract-csv","doi_10.3390_agronomy14122771","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.soilbio.2024.109579","banksia spp.","multiple","soil","present","saprotrophic","endophytic; pathogenic; identified via high throughput sequencing of the its subregion and found in soil post-fire.","mediterranean climate-type woodlands","southwestern australia","abstract-csv","doi_10.1016_j.soilbio.2024.109579","Abstract"
"Relevant","full-text","full-text","8","10.5458/jag.jag.jag-2020_0011","not specified","pestalotiopsis sp. an-7","soil","present","endophytic","xylanase producer; isolated from soil of a mangrove forest","mangrove forest","japan","full-text","doi_10.5458_jag.jag.jag-2020_0011","Full-Text"
