relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,relevance_raw,doc_type_ai_raw,doc_type_ai_clean,presence_absence_clean,doi_clean,page_count_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.1071/ea9720185,musa acuminata (banana),gloesporium musarum,"cut surface, crown tissues in hands",present,pathogenic,causes crown rot disease,tropical,"new south wales, australia",abstract-csv,doi_10.1071_ea9720185,Relevant,Abstract,Abstract,Presence,10.1071/ea9720185,0,doi:10.1071/ea9720185,int_8c226843bbc8ab85,gloesporium musarum,,Unresolved,no_match,0.00,,musa acuminata (banana),musa acuminata,Resolved,exact_accepted,1.00,2762680
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1973.tb07743.x,apium graveolens,not mentioned,NA,present,NA,the text does not provide information about any fungal interaction with the plant host.,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1973.tb07743.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1973.tb07743.x,0,doi:10.1111/j.1744-7348.1973.tb07743.x,int_f34dfb56e826743a,not mentioned,,Unresolved,none,0.00,,apium graveolens,apium graveolens,Resolved,exact_accepted,1.00,5371879
Relevant,abstract,abstract,0,10.1002/ps.2780070409,higher plants,target fungus (unspecified),"leaf, spores",present,pathogenic,mycelium and spores show differing susceptibility to fungicide; activity in vitro does not always reflect effectiveness in vivo; emergence of insensitive strains,NA,NA,abstract-csv,doi_10.1002_ps.2780070409,Relelevant,Abstract,Abstract,Presence,10.1002/ps.2780070409,0,doi:10.1002/ps.2780070409,int_0e8e98ec397519dd,target fungus (unspecified),,Unresolved,no_match,0.00,,higher plants,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1080/03015521.1976.10425852,solanum tuberosum (potato),rhizoctonia solani kuhn,stem,present,pathogenic,causes potato black scurf disease,agricultural,NA,abstract-csv,doi_10.1080_03015521.1976.10425852,Relevant,Abstract,Abstract,Presence,10.1080/03015521.1976.10425852,0,doi:10.1080/03015521.1976.10425852,int_a9d5a84ef92c8644,rhizoctonia solani kuhn,rhizoctonia solani,Resolved,exact_accepted,1.00,2555201,solanum tuberosum (potato),solanum tuberosum,Resolved,exact_accepted,1.00,2930262
Relevant,abstract,abstract,0,10.1007/bf03041434,cucumis sativus (cucumber),cladosporium cucumerinum,NA,present,pathogenic,resistance to triforine observed after uv irradiation and selection of resistant strains.,greenhouse,dutch (based on the publishing organization),abstract-csv,doi_10.1007_bf03041434,Relevant,Abstract,Abstract,Presence,10.1007/bf03041434,0,doi:10.1007/bf03041434,int_046ffebedb570fef,cladosporium cucumerinum,cladosporium cucumerinum,Resolved,exact_accepted,1.00,2620564,cucumis sativus (cucumber),cucumis sativus,Resolved,exact_accepted,1.00,2874569
Relevant,abstract,abstract,0,10.1093/oxfordjournals.aob.a084575,aesculus indica colebr.,endogone sp.,root,present,mycorrhizal,nodules develop without any fungal stimulus but are occupied by endogone in nature. typical endogone infection was synthesized when endogone spores were added to the autoclaved sand.,NA,NA,abstract-csv,doi_10.1093_oxfordjournals.aob.a084575,Relevant,Abstract,Abstract,Presence,10.1093/oxfordjournals.aob.a084575,0,doi:10.1093/oxfordjournals.aob.a084575,int_f3c1d19c15a7ff68,endogone sp.,endogone,Resolved,exact_accepted,1.00,2559270,aesculus indica colebr.,aesculus indica,Resolved,exact_accepted,1.00,8566446
Relevant,abstract,abstract,0,10.1007/bf01976639,lycopersicon esculentum (tomato),fusarium oxysporum schlecht. f. lycopersici (sacc.) snyder & hansen,NA,present,pathogenic,isolated from tomatoes under glass in the netherlands,agricultural (glasshouse),netherlands,abstract-csv,doi_10.1007_bf01976639,Relevant,Abstract,Abstract,Presence,10.1007/bf01976639,0,doi:10.1007/bf01976639,int_bda076d2b088b987,fusarium oxysporum schlecht. f. lycopersici (sacc.) snyder & hansen,fusarium oxysporum,Resolved,exact_accepted,1.00,5251961,lycopersicon esculentum (tomato),solanum lycopersicum,Resolved,synonym_map,0.95,2930137
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1976.tb00590.x,fragaria x ananassa (strawberry),verticillium dahliae,soil,present,pathogenic,"the text describes the strawberry plant as being affected by verticillium dahliae, suggesting a pathogenic interaction.",NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1976.tb00590.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1976.tb00590.x,0,doi:10.1111/j.1744-7348.1976.tb00590.x,int_e1d17dad35cadc55,verticillium dahliae,verticillium dahliae,Resolved,exact_accepted,1.00,2569149,fragaria x ananassa (strawberry),fragaria ananassa,Resolved,exact_accepted,1.00,3029912
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1974.tb01503.x,hordeum vulgare cv. zephyr (barley),['puccinia hordei',leaf,present,pathogenic,"interaction noted as affecting development and severity of both pathogens on the same leaf, with pre-inoculation reducing the development of the other.",agricultural field,NA,abstract-csv,doi_10.1111_j.1744-7348.1974.tb01503.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1974.tb01503.x,0,doi:10.1111/j.1744-7348.1974.tb01503.x,int_b52b3d75b8a1ed09,['puccinia hordei',puccinia hordei,Resolved,exact_accepted,1.00,2515318,hordeum vulgare cv. zephyr (barley),hordeum vulgare,Resolved,exact_accepted,1.00,2706056
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1974.tb01503.x,hordeum vulgare cv. zephyr (barley),'erysiphe graminis'],leaf,present,pathogenic,"interaction noted as affecting development and severity of both pathogens on the same leaf, with pre-inoculation reducing the development of the other.",agricultural field,NA,abstract-csv,doi_10.1111_j.1744-7348.1974.tb01503.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1974.tb01503.x,0,doi:10.1111/j.1744-7348.1974.tb01503.x,int_2813f3711048113d,'erysiphe graminis'],blumeria graminis,Resolved,synonym_map,0.95,2578272,hordeum vulgare cv. zephyr (barley),hordeum vulgare,Resolved,exact_accepted,1.00,2706056
Relevant,abstract,abstract,0,10.1007/bf01981496,cyclamen spp.,botrytis cinerea,NA,present,pathogenic,isolated from cyclamen that had been sprayed with benlate (benomyl),NA,NA,abstract-csv,doi_10.1007_bf01981496,Relevant,Abstract,Abstract,Presence,10.1007/bf01981496,0,doi:10.1007/bf01981496,int_63b384bc905e4a3f,botrytis cinerea,botrytis cinerea,Resolved,exact_accepted,1.00,2583139,cyclamen spp.,cyclamen,Resolved,exact_accepted,1.00,3169314
Relevant,abstract,abstract,0,10.1071/ch9742261,triticum aestivum (wheat),erysiphe graminis,root,present,pathogenic,applied to plant roots as a fungicide against wheat mildew.,not_specified,not_specified,abstract-csv,doi_10.1071_ch9742261,Relevant,Abstract,Abstract,Presence,10.1071/ch9742261,0,doi:10.1071/ch9742261,int_801781f1c901cd35,erysiphe graminis,blumeria graminis,Resolved,synonym_map,0.95,2578272,triticum aestivum (wheat),triticum aestivum,Resolved,exact_accepted,1.00,7795888
Relevant,abstract,abstract,0,10.1007/bf01976954,NA,schimmels (fungi),NA,present,pathogenic,mentioned in literature but no specific context provided,NA,netherlands,abstract-csv,doi_10.1007_bf01976954,Relevant,Abstract,Abstract,Presence,10.1007/bf01976954,0,doi:10.1007/bf01976954,int_bd2d7ca323797bbb,schimmels (fungi),,Unresolved,no_match,0.00,,NA,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1016/0048-3575(75)90058-9,NA,ustilago maydis,NA,present,pathogenic (for ustilago maydis and cryptococcus laurentii),"systemically active fungicide, inhibits mitochondrial succinic dehydrogenase complex",NA,NA,abstract-csv,doi_10.1016_0048-3575(75)90058-9,Relevant,Abstract,Abstract,Presence,10.1016/0048-3575(75)90058-9,0,doi:10.1016/0048-3575(75)90058-9,int_7df1b1dff937a6c4,ustilago maydis,ustilago maydis,Resolved,exact_accepted,1.00,8092646,NA,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1016/0048-3575(75)90058-9,NA,cryptococcus laurentii,NA,present,pathogenic (for ustilago maydis and cryptococcus laurentii),"systemically active fungicide, inhibits mitochondrial succinic dehydrogenase complex",NA,NA,abstract-csv,doi_10.1016_0048-3575(75)90058-9,Relevant,Abstract,Abstract,Presence,10.1016/0048-3575(75)90058-9,0,doi:10.1016/0048-3575(75)90058-9,int_980522d0a4ab938f,cryptococcus laurentii,papiliotrema laurentii,Resolved,synonym_map,0.95,9646747,NA,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1111/j.1365-3059.1972.tb01745.x,aphis gossypii,cephalosporium aphidicola,implicitly plant surface,present,pathogenic (to aphids),"inhibition of fungal development observed in vitro, not on individuals feeding on treated cucumber plants",implicitly greenhouse or controlled environment,NA,abstract-csv,doi_10.1111_j.1365-3059.1972.tb01745.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1365-3059.1972.tb01745.x,0,doi:10.1111/j.1365-3059.1972.tb01745.x,int_32cae7064a659114,cephalosporium aphidicola,cephalosporium aphidicola,Resolved,exact_accepted,1.00,3302722,aphis gossypii,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1002/ps.2780050302,not_mentioned,not_mentioned,protoplast,present,pathogenic,"study investigates the effects of tridemorph on fungi, focusing on mycelial growth inhibition and potential protein synthesis interference",not_mentioned,not_mentioned,abstract-csv,doi_10.1002_ps.2780050302,Relevant,Abstract,Abstract,Presence,10.1002/ps.2780050302,0,doi:10.1002/ps.2780050302,int_07ba92655564cd79,not_mentioned,,Unresolved,empty,0.00,,not_mentioned,,Unresolved,empty,0.00,
Relevant,abstract,abstract,0,10.1111/j.1365-2338.1973.tb02093.x,phaseolus vulgaris (beans),benomyl,seed,present,systemic fungicide,seed treatment results in important passage of benomyl through the teguments.,NA,NA,abstract-csv,doi_10.1111_j.1365-2338.1973.tb02093.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1365-2338.1973.tb02093.x,0,doi:10.1111/j.1365-2338.1973.tb02093.x,int_7563d3c0add962ca,benomyl,,Unresolved,no_match,0.00,,phaseolus vulgaris (beans),phaseolus vulgaris,Resolved,exact_accepted,1.00,5350452
Relevant,full-text,full-text,13,10.1038/231332a0,acer pseudoplatanus,aureobasidium pullulans,leaf,present,NA,isolated from surface-sterilized leaves,NA,NA,full-text,doi_10.1038_231332a0,Relevant,Full-Text,Full-Text,Presence,10.1038/231332a0,13,doi:10.1038/231332a0,int_9a36c1eae999455d,aureobasidium pullulans,aureobasidium pullulans,Resolved,exact_accepted,1.00,3524384,acer pseudoplatanus,acer pseudoplatanus,Resolved,exact_accepted,1.00,3189870
Relevant,full-text,full-text,13,10.1038/231332a0,acer pseudoplatanus,cladosporium herbarum,leaf,present,NA,isolated from surface-sterilized leaves,NA,NA,full-text,doi_10.1038_231332a0,Relevant,Full-Text,Full-Text,Presence,10.1038/231332a0,13,doi:10.1038/231332a0,int_6c1790324b7f4e74,cladosporium herbarum,cladosporium herbarum,Resolved,exact_accepted,1.00,2620585,acer pseudoplatanus,acer pseudoplatanus,Resolved,exact_accepted,1.00,3189870
Relevant,full-text,full-text,13,10.1038/231332a0,acer pseudoplatanus,epicoccum nigrum,leaf,present,NA,isolated from surface-sterilized leaves,NA,NA,full-text,doi_10.1038_231332a0,Relevant,Full-Text,Full-Text,Presence,10.1038/231332a0,13,doi:10.1038/231332a0,int_11addf7c8795954e,epicoccum nigrum,epicoccum nigrum,Resolved,exact_accepted,1.00,2617206,acer pseudoplatanus,acer pseudoplatanus,Resolved,exact_accepted,1.00,3189870
Relevant,abstract,abstract,0,10.1017/s0014479700005330,cucumis sativus (cucumber),oidium sp.,surface of cucumber,present,pathogenic,caused powdery mildew disease on cucumbers,NA,NA,abstract-csv,doi_10.1017_s0014479700005330,Relevant,Abstract,Abstract,Presence,10.1017/s0014479700005330,0,doi:10.1017/s0014479700005330,int_452fab355ca89184,oidium sp.,oidium,Resolved,exact_accepted,1.00,7975765,cucumis sativus (cucumber),cucumis sativus,Resolved,exact_accepted,1.00,2874569
Irrelevant,abstract,abstract,0,10.1021/jf60188a048,no plant host mentioned,no fungus mentioned,NA,present,NA,NA,NA,NA,abstract-csv,doi_10.1021_jf60188a048,Not Relevant,Abstract,Abstract,Presence,10.1021/jf60188a048,0,doi:10.1021/jf60188a048,int_277b558e0e489efe,no fungus mentioned,,Unresolved,no_match,0.00,,no plant host mentioned,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/j.1365-2338.1973.tb02094.x,sphaerotheca fuliginea (schlecht.) salm.,rhizoctonia solani kühn.,NA,present,pathogenic,isolated from plant in field trials,agricultural,netherlands,abstract-csv,doi_10.1111_j.1365-2338.1973.tb02094.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1365-2338.1973.tb02094.x,0,doi:10.1111/j.1365-2338.1973.tb02094.x,int_c8735ccbe8435bc3,rhizoctonia solani kühn.,rhizoctonia solani,Resolved,exact_accepted,1.00,2555201,sphaerotheca fuliginea (schlecht.) salm.,podosphaera fuliginea,Resolved,synonym_map,0.95,5255357
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1973.tb07301.x,malus domestica (apple,podosphaera leucotricha (powdery mildew),NA,present,pathogenic,fungus causing powdery mildew on apple cultivars,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1973.tb07301.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1973.tb07301.x,0,doi:10.1111/j.1744-7348.1973.tb07301.x,int_e84be145403e5605,podosphaera leucotricha (powdery mildew),podosphaera leucotricha,Resolved,exact_accepted,1.00,5255338,malus domestica (apple,malus domestica,Resolved,exact_accepted,1.00,3001244
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1973.tb07301.x,specifically cox's orange pippin,podosphaera leucotricha (powdery mildew),NA,present,pathogenic,fungus causing powdery mildew on apple cultivars,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1973.tb07301.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1973.tb07301.x,0,doi:10.1111/j.1744-7348.1973.tb07301.x,int_1fa025c44c9c0260,podosphaera leucotricha (powdery mildew),podosphaera leucotricha,Resolved,exact_accepted,1.00,5255338,specifically cox's orange pippin,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1973.tb07301.x,golden delicious and jonathan),podosphaera leucotricha (powdery mildew),NA,present,pathogenic,fungus causing powdery mildew on apple cultivars,NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1973.tb07301.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1973.tb07301.x,0,doi:10.1111/j.1744-7348.1973.tb07301.x,int_e5b31042adb3e9b5,podosphaera leucotricha (powdery mildew),podosphaera leucotricha,Resolved,exact_accepted,1.00,5255338,golden delicious and jonathan),,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1016/0048-4059(75)90088-0,trifolium (clover),vesicular-arbuscular mycorrhizal fungi,root organ cultures,present,mycorrhizal,infections formed in root organ cultures grown on a modified white's agar medium and liquid culture. pre-germinated spores were used as inoculum.,NA,NA,abstract-csv,doi_10.1016_0048-4059(75)90088-0,Relevant,Abstract,Abstract,Presence,10.1016/0048-4059(75)90088-0,0,doi:10.1016/0048-4059(75)90088-0,int_34e8d93a78a80973,vesicular-arbuscular mycorrhizal fungi,,Unresolved,no_match,0.00,,trifolium (clover),trifolium,Resolved,exact_accepted,1.00,2973363
Relevant,abstract,abstract,0,10.1111/j.1744-7348.1975.tb01531.x,rosa spp.,oidium rosae (powdery mildew),leaf,present,pathogenic,"the text describes the presence of oidium rosae (powdery mildew) on rosa spp. as a pathogen, but no specific extraction method or interaction notes are provided.",NA,NA,abstract-csv,doi_10.1111_j.1744-7348.1975.tb01531.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1744-7348.1975.tb01531.x,0,doi:10.1111/j.1744-7348.1975.tb01531.x,int_02c8556dffcac927,oidium rosae (powdery mildew),,Unresolved,no_match,0.00,,rosa spp.,rosa,Resolved,exact_accepted,1.00,8395064
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,grasses,['acaulospora laevis',roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_59163a8d588fffeb,['acaulospora laevis',acaulospora laevis,Resolved,exact_accepted,1.00,2560113,grasses,poaceae,Resolved,exact_accepted,1.00,3073
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,grasses,'glomus fasciculatus',roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_76c42543f7e01bd3,'glomus fasciculatus',,Unresolved,no_match,0.00,,grasses,poaceae,Resolved,exact_accepted,1.00,3073
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,grasses,'rhizophagus tenuis'],roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_e89fbde4568f0eaf,'rhizophagus tenuis'],planticonsortium tenue,Resolved,synonym_map,0.95,10776626,grasses,poaceae,Resolved,exact_accepted,1.00,3073
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,legumes,['acaulospora laevis',roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_91668cceab569742,['acaulospora laevis',acaulospora laevis,Resolved,exact_accepted,1.00,2560113,legumes,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,legumes,'glomus fasciculatus',roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_61efdb724f966eae,'glomus fasciculatus',,Unresolved,no_match,0.00,,legumes,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1080/00288233.1975.10421059,legumes,'rhizophagus tenuis'],roots,present,mycorrhizal,soil-borne spores and vegetative hyphae identification,NA,new zealand,abstract-csv,doi_10.1080_00288233.1975.10421059,Relevant,Abstract,Abstract,Presence,10.1080/00288233.1975.10421059,0,doi:10.1080/00288233.1975.10421059,int_87d99e2963401abe,'rhizophagus tenuis'],planticonsortium tenue,Resolved,synonym_map,0.95,10776626,legumes,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1016/0013-9327(75)90069-5,NA,NA,NA,present,NA,"mention of the presence of disease, but no specific fungal species is identified.",agricultural regions of new jersey,united states,abstract-csv,doi_10.1016_0013-9327(75)90069-5,Relevant,Abstract,Abstract,Presence,10.1016/0013-9327(75)90069-5,0,doi:10.1016/0013-9327(75)90069-5,int_85a21c0e8b79cf56,NA,,Unresolved,none,0.00,,NA,,Unresolved,none,0.00,
Relevant,abstract,abstract,0,10.1080/09670877209413455,not specified in the text,powdery mildews,"aerial tissues, leaves, roots",present,pathogenic,"the compounds are used to control diseases, do not appear to depend on modifying the host plant",NA,NA,abstract-csv,doi_10.1080_09670877209413455,Relevant,Abstract,Abstract,Presence,10.1080/09670877209413455,0,doi:10.1080/09670877209413455,int_a7e1b0a9cc98895a,powdery mildews,,Unresolved,no_match,0.00,,not specified in the text,,Unresolved,empty,0.00,
Relevant,abstract,abstract,0,10.1111/j.1469-8137.1974.tb02142.x,grasses and nearly all the dicotyledonous plants (not specified in full),vesicular-arbuscular mycorrhizal fungi,root,present,mycorrhizal,"infecting roots, mixed infections present in some plants",coal waste tips in scotland,scotland,abstract-csv,doi_10.1111_j.1469-8137.1974.tb02142.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1469-8137.1974.tb02142.x,0,doi:10.1111/j.1469-8137.1974.tb02142.x,int_cabe9ba06149631e,vesicular-arbuscular mycorrhizal fungi,,Unresolved,no_match,0.00,,grasses and nearly all the dicotyledonous plants (not specified in full),poaceae,Partially_Resolved,exact_accepted; no_match,0.50,3073
Relevant,abstract,abstract,0,10.1111/j.1469-8137.1974.tb02142.x,grasses and nearly all the dicotyledonous plants (not specified in full),endogone spp.,root,present,mycorrhizal,"infecting roots, mixed infections present in some plants",coal waste tips in scotland,scotland,abstract-csv,doi_10.1111_j.1469-8137.1974.tb02142.x,Relevant,Abstract,Abstract,Presence,10.1111/j.1469-8137.1974.tb02142.x,0,doi:10.1111/j.1469-8137.1974.tb02142.x,int_eaa57f4e1162ca27,endogone spp.,endogone,Resolved,exact_accepted,1.00,2559270,grasses and nearly all the dicotyledonous plants (not specified in full),poaceae,Partially_Resolved,exact_accepted; no_match,0.50,3073
Relevant,abstract,abstract,0,10.1007/bf00032749,brassica oleracea var. botrytis (cauliflower),unspecified,curd portion,present,NA,"not directly stated, but the text implies a potential interaction due to grafting.",agricultural,unspecified,abstract-csv,doi_10.1007_bf00032749,Relevant,Abstract,Abstract,Presence,10.1007/bf00032749,0,doi:10.1007/bf00032749,int_e751329a40173d8a,unspecified,,Unresolved,none,0.00,,brassica oleracea var. botrytis (cauliflower),brassica oleracea,Resolved,exact_accepted,1.00,3042845
