id,countries_detected,global_north_countries,global_south_countries,continents_detected,regions_detected,has_coordinates,geographic_summary
134,NA,NA,NA,NA,NA,FALSE,NA
135,Canada,Canada,NA,NA,prairie; midwest; great plains,FALSE,Canada; prairie; midwest; great plains
136,NA,NA,NA,NA,tropical,FALSE,tropical
137,China,NA,China,NA,NA,FALSE,China
139,NA,NA,NA,NA,NA,FALSE,NA
140,South Korea,South Korea,NA,NA,NA,FALSE,South Korea
141,Argentina,NA,Argentina,NA,desert,FALSE,Argentina; desert
142,NA,NA,NA,NA,NA,TRUE,NA
143,China,NA,China,NA,NA,FALSE,China
144,NA,NA,NA,NA,NA,FALSE,NA
145,NA,NA,NA,NA,NA,FALSE,NA
146,NA,NA,NA,NA,NA,FALSE,NA
147,China,NA,China,NA,NA,FALSE,China
148,NA,NA,NA,NA,NA,TRUE,NA
149,China,NA,China,NA,NA,FALSE,China
150,NA,NA,NA,NA,NA,FALSE,NA
151,NA,NA,NA,NA,NA,FALSE,NA
153,NA,NA,NA,NA,NA,TRUE,NA
155,NA,NA,NA,NA,NA,FALSE,NA
156,NA,NA,NA,NA,NA,FALSE,NA
157,NA,NA,NA,NA,NA,FALSE,NA
159,NA,NA,NA,NA,NA,TRUE,NA
160,NA,NA,NA,NA,NA,FALSE,NA
161,United States,United States,NA,NA,arid,FALSE,United States; arid
162,NA,NA,NA,NA,NA,FALSE,NA
163,NA,NA,NA,NA,marine,FALSE,marine
164,NA,NA,NA,NA,NA,FALSE,NA
165,NA,NA,NA,NA,NA,FALSE,NA
166,China,NA,China,NA,mangrove,FALSE,China; mangrove
167,NA,NA,NA,NA,NA,FALSE,NA
168,NA,NA,NA,NA,NA,FALSE,NA
169,NA,NA,NA,NA,NA,FALSE,NA
170,NA,NA,NA,NA,NA,FALSE,NA
171,NA,NA,NA,NA,temperate; deciduous forest,FALSE,temperate; deciduous forest
172,NA,NA,NA,NA,tropical,FALSE,tropical
173,NA,NA,NA,NA,NA,FALSE,NA
174,NA,NA,NA,NA,NA,FALSE,NA
175,NA,NA,NA,NA,NA,FALSE,NA
176,NA,NA,NA,NA,NA,TRUE,NA
177,NA,NA,NA,NA,NA,TRUE,NA
178,NA,NA,NA,NA,boreal,FALSE,boreal
179,NA,NA,NA,NA,NA,FALSE,NA
180,NA,NA,NA,NA,NA,FALSE,NA
181,NA,NA,NA,NA,mangrove,FALSE,mangrove
182,NA,NA,NA,NA,NA,FALSE,NA
183,NA,NA,NA,NA,NA,FALSE,NA
184,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
185,NA,NA,NA,NA,NA,FALSE,NA
186,Indonesia,NA,Indonesia,NA,indonesian,FALSE,Indonesia; indonesian
187,NA,NA,NA,NA,NA,FALSE,NA
188,NA,NA,NA,NA,NA,FALSE,NA
191,NA,NA,NA,NA,mangrove,TRUE,mangrove
192,NA,NA,NA,NA,NA,FALSE,NA
193,NA,NA,NA,NA,NA,FALSE,NA
195,NA,NA,NA,NA,NA,FALSE,NA
196,China,NA,China,NA,tropical; nature reserve,FALSE,China; tropical; nature reserve
197,US,US,NA,NA,NA,FALSE,US
198,NA,NA,NA,NA,NA,FALSE,NA
199,NA,NA,NA,NA,himalayas,FALSE,himalayas
200,NA,NA,NA,NA,NA,FALSE,NA
201,NA,NA,NA,NA,NA,TRUE,NA
202,India,NA,India,NA,western ghats,TRUE,India; western ghats
203,NA,NA,NA,NA,NA,FALSE,NA
206,NA,NA,NA,NA,marine,FALSE,marine
207,NA,NA,NA,NA,NA,TRUE,NA
208,NA,NA,NA,NA,NA,FALSE,NA
209,NA,NA,NA,NA,desert,FALSE,desert
210,NA,NA,NA,NA,NA,FALSE,NA
211,China,NA,China,NA,NA,FALSE,China
212,NA,NA,NA,NA,NA,TRUE,NA
213,NA,NA,NA,NA,NA,TRUE,NA
214,NA,NA,NA,NA,NA,TRUE,NA
215,NA,NA,NA,NA,mangrove,FALSE,mangrove
216,Panama,NA,Panama,NA,tropical,FALSE,Panama; tropical
217,Colombia,NA,Colombia,NA,tropical; rainforest,TRUE,Colombia; tropical; rainforest
219,Argentina,NA,Argentina,NA,NA,TRUE,Argentina
221,NA,NA,NA,NA,NA,FALSE,NA
222,NA,NA,NA,NA,NA,FALSE,NA
223,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
224,NA,NA,NA,NA,NA,TRUE,NA
226,Malaysia,NA,Malaysia,NA,NA,FALSE,Malaysia
228,NA,NA,NA,NA,NA,FALSE,NA
229,NA,NA,NA,NA,NA,FALSE,NA
230,USA,USA,NA,NA,arid,FALSE,USA; arid
231,NA,NA,NA,NA,NA,FALSE,NA
236,NA,NA,NA,NA,NA,FALSE,NA
237,NA,NA,NA,NA,NA,FALSE,NA
238,NA,NA,NA,NA,aquatic,FALSE,aquatic
239,NA,NA,NA,NA,NA,FALSE,NA
240,NA,NA,NA,NA,NA,FALSE,NA
241,NA,NA,NA,NA,NA,FALSE,NA
242,NA,NA,NA,NA,NA,TRUE,NA
243,Brazil,NA,Brazil,NA,NA,TRUE,Brazil
244,NA,NA,NA,NA,NA,FALSE,NA
246,NA,NA,NA,NA,NA,FALSE,NA
247,NA,NA,NA,NA,NA,FALSE,NA
249,Taiwan,Taiwan,NA,NA,coastal; plantation,FALSE,Taiwan; coastal; plantation
251,NA,NA,NA,NA,NA,FALSE,NA
252,Nepal; India; Bhutan; China; Pakistan,NA,Nepal; India; Bhutan; China; Pakistan,NA,himalayan,FALSE,Nepal; India; Bhutan; China; Pakistan; himalayan
253,NA,NA,NA,NA,NA,FALSE,NA
254,NA,NA,NA,NA,reservoir,FALSE,reservoir
255,NA,NA,NA,NA,NA,TRUE,NA
257,NA,NA,NA,NA,NA,FALSE,NA
258,NA,NA,NA,NA,NA,FALSE,NA
259,NA,NA,NA,NA,alpine; steppe; plateau,TRUE,alpine; steppe; plateau
260,NA,NA,NA,NA,NA,FALSE,NA
261,NA,NA,NA,NA,NA,FALSE,NA
262,NA,NA,NA,NA,NA,FALSE,NA
264,NA,NA,NA,europe,NA,TRUE,europe
265,NA,NA,NA,NA,acidic,FALSE,acidic
266,NA,NA,NA,NA,NA,FALSE,NA
267,NA,NA,NA,NA,NA,FALSE,NA
268,NA,NA,NA,NA,NA,FALSE,NA
269,NA,NA,NA,NA,reservoir,FALSE,reservoir
270,China,NA,China,NA,NA,FALSE,China
271,NA,NA,NA,NA,NA,FALSE,NA
272,China,NA,China,NA,NA,FALSE,China
273,NA,NA,NA,NA,NA,TRUE,NA
274,NA,NA,NA,NA,NA,FALSE,NA
275,NA,NA,NA,NA,NA,FALSE,NA
276,NA,NA,NA,NA,marine,FALSE,marine
277,NA,NA,NA,NA,river; delta,FALSE,river; delta
278,NA,NA,NA,NA,NA,FALSE,NA
279,NA,NA,NA,NA,NA,FALSE,NA
280,India,NA,India,NA,coastal; southwest,FALSE,India; coastal; southwest
281,NA,NA,NA,NA,alpine,FALSE,alpine
282,China; Myanmar,NA,China; Myanmar,NA,southwest,FALSE,China; Myanmar; southwest
283,NA,NA,NA,NA,NA,FALSE,NA
284,NA,NA,NA,NA,NA,FALSE,NA
285,NA,NA,NA,NA,NA,TRUE,NA
286,NA,NA,NA,NA,NA,FALSE,NA
287,NA,NA,NA,NA,NA,FALSE,NA
288,NA,NA,NA,NA,NA,FALSE,NA
289,NA,NA,NA,NA,NA,FALSE,NA
290,NA,NA,NA,NA,NA,TRUE,NA
291,NA,NA,NA,NA,NA,FALSE,NA
292,NA,NA,NA,NA,NA,FALSE,NA
293,China,NA,China,NA,NA,FALSE,China
294,NA,NA,NA,NA,NA,FALSE,NA
295,NA,NA,NA,NA,caatinga; semi-arid,FALSE,caatinga; semi-arid
296,NA,NA,NA,NA,NA,FALSE,NA
297,NA,NA,NA,NA,NA,FALSE,NA
298,Thailand,NA,Thailand,NA,NA,FALSE,Thailand
299,NA,NA,NA,NA,NA,FALSE,NA
300,NA,NA,NA,NA,NA,FALSE,NA
301,NA,NA,NA,NA,NA,FALSE,NA
302,NA,NA,NA,NA,NA,FALSE,NA
303,China,NA,China,NA,southwest,FALSE,China; southwest
304,NA,NA,NA,NA,NA,FALSE,NA
305,NA,NA,NA,NA,NA,FALSE,NA
306,India,NA,India,NA,coastal,FALSE,India; coastal
307,Antarctica,NA,Antarctica,antarctic,NA,FALSE,Antarctica; antarctic
308,South Korea,South Korea,NA,NA,aquatic; wetland,FALSE,South Korea; aquatic; wetland
309,NA,NA,NA,NA,NA,FALSE,NA
310,NA,NA,NA,NA,NA,FALSE,NA
311,NA,NA,NA,NA,NA,TRUE,NA
312,NA,NA,NA,NA,mangrove,FALSE,mangrove
313,NA,NA,NA,asia; europe; north america,temperate,FALSE,asia; europe; north america; temperate
315,NA,NA,NA,NA,mangrove,TRUE,mangrove
317,NA,NA,NA,NA,NA,FALSE,NA
318,NA,NA,NA,NA,NA,FALSE,NA
319,NA,NA,NA,NA,NA,TRUE,NA
320,NA,NA,NA,NA,NA,TRUE,NA
321,Bangladesh,NA,Bangladesh,NA,NA,FALSE,Bangladesh
322,NA,NA,NA,NA,NA,FALSE,NA
323,NA,NA,NA,NA,NA,FALSE,NA
324,Vietnam,NA,Vietnam,NA,NA,FALSE,Vietnam
325,NA,NA,NA,NA,NA,FALSE,NA
326,NA,NA,NA,NA,NA,FALSE,NA
327,Tanzania,NA,Tanzania,NA,NA,FALSE,Tanzania
328,Saudi Arabia,NA,Saudi Arabia,NA,NA,FALSE,Saudi Arabia
329,Thailand,NA,Thailand,NA,NA,TRUE,Thailand
330,NA,NA,NA,NA,NA,FALSE,NA
331,NA,NA,NA,europe,NA,FALSE,europe
332,Antarctica,NA,Antarctica,antarctic,NA,FALSE,Antarctica; antarctic
334,NA,NA,NA,NA,NA,FALSE,NA
335,NA,NA,NA,NA,NA,TRUE,NA
336,NA,NA,NA,NA,NA,FALSE,NA
337,NA,NA,NA,NA,NA,FALSE,NA
340,Japan,Japan,NA,NA,temperate; secondary forest; japan,FALSE,Japan; temperate; secondary forest; japan
341,NA,NA,NA,NA,NA,FALSE,NA
342,NA,NA,NA,NA,NA,FALSE,NA
344,NA,NA,NA,NA,NA,FALSE,NA
345,NA,NA,NA,NA,NA,FALSE,NA
346,NA,NA,NA,NA,NA,FALSE,NA
347,NA,NA,NA,NA,NA,FALSE,NA
348,NA,NA,NA,NA,NA,TRUE,NA
349,NA,NA,NA,NA,NA,FALSE,NA
350,NA,NA,NA,NA,NA,FALSE,NA
352,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
353,NA,NA,NA,NA,NA,FALSE,NA
354,NA,NA,NA,NA,NA,FALSE,NA
355,NA,NA,NA,NA,NA,FALSE,NA
357,NA,NA,NA,NA,NA,TRUE,NA
358,NA,NA,NA,NA,NA,TRUE,NA
359,NA,NA,NA,NA,NA,FALSE,NA
360,China,NA,China,NA,aquatic; southwest,TRUE,China; aquatic; southwest
361,Nigeria,NA,Nigeria,NA,NA,FALSE,Nigeria
362,NA,NA,NA,NA,NA,TRUE,NA
363,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
364,NA,NA,NA,NA,NA,FALSE,NA
365,US; China,US,China,NA,arid,FALSE,US; China; arid
366,NA,NA,NA,NA,NA,FALSE,NA
368,NA,NA,NA,NA,NA,TRUE,NA
369,NA,NA,NA,NA,NA,FALSE,NA
371,NA,NA,NA,NA,NA,FALSE,NA
372,Nepal; India; Bhutan; China; Pakistan,NA,Nepal; India; Bhutan; China; Pakistan,NA,himalayan,FALSE,Nepal; India; Bhutan; China; Pakistan; himalayan
373,NA,NA,NA,NA,NA,FALSE,NA
374,NA,NA,NA,NA,NA,FALSE,NA
375,NA,NA,NA,NA,mangrove,FALSE,mangrove
376,NA,NA,NA,NA,NA,FALSE,NA
377,NA,NA,NA,NA,NA,FALSE,NA
379,NA,NA,NA,NA,NA,FALSE,NA
380,NA,NA,NA,NA,NA,TRUE,NA
381,U.S.,U.S.,NA,NA,NA,FALSE,U.S.
382,NA,NA,NA,NA,NA,FALSE,NA
383,NA,NA,NA,NA,NA,FALSE,NA
384,NA,NA,NA,NA,NA,TRUE,NA
385,NA,NA,NA,NA,NA,FALSE,NA
386,NA,NA,NA,NA,pantanal,FALSE,pantanal
387,NA,NA,NA,NA,NA,FALSE,NA
388,NA,NA,NA,NA,NA,FALSE,NA
389,Spain; Italy; Greece; Turkey; France,Spain; Italy; Greece; France,Turkey,NA,mediterranean,FALSE,Spain; Italy; Greece; Turkey; France; mediterranean
390,China,NA,China,NA,NA,TRUE,China
391,NA,NA,NA,NA,NA,FALSE,NA
392,NA,NA,NA,NA,NA,TRUE,NA
393,NA,NA,NA,NA,NA,FALSE,NA
394,NA,NA,NA,NA,NA,FALSE,NA
395,NA,NA,NA,NA,NA,FALSE,NA
396,NA,NA,NA,NA,NA,FALSE,NA
397,NA,NA,NA,NA,NA,FALSE,NA
398,NA,NA,NA,NA,marsh,FALSE,marsh
399,NA,NA,NA,NA,NA,FALSE,NA
400,NA,NA,NA,NA,desert,FALSE,desert
401,NA,NA,NA,NA,arid; semi-arid,FALSE,arid; semi-arid
402,NA,NA,NA,NA,amazonia,FALSE,amazonia
403,NA,NA,NA,NA,NA,FALSE,NA
404,NA,NA,NA,NA,NA,TRUE,NA
405,NA,NA,NA,NA,NA,FALSE,NA
406,NA,NA,NA,NA,tropical,FALSE,tropical
407,NA,NA,NA,NA,NA,FALSE,NA
408,NA,NA,NA,NA,NA,FALSE,NA
409,Bangladesh,NA,Bangladesh,NA,NA,FALSE,Bangladesh
410,NA,NA,NA,NA,NA,FALSE,NA
411,NA,NA,NA,NA,NA,TRUE,NA
412,NA,NA,NA,NA,NA,TRUE,NA
413,NA,NA,NA,NA,NA,FALSE,NA
414,NA,NA,NA,NA,NA,FALSE,NA
415,NA,NA,NA,NA,NA,FALSE,NA
416,NA,NA,NA,NA,NA,FALSE,NA
417,NA,NA,NA,NA,bay; salt marsh,FALSE,bay; salt marsh
418,NA,NA,NA,NA,NA,FALSE,NA
419,Spain,Spain,NA,NA,NA,TRUE,Spain
420,NA,NA,NA,NA,NA,FALSE,NA
421,NA,NA,NA,NA,NA,FALSE,NA
422,NA,NA,NA,NA,NA,FALSE,NA
423,NA,NA,NA,asia; africa,tropical; subtropical; reservoir,TRUE,asia; africa; tropical; subtropical; reservoir
424,NA,NA,NA,NA,NA,TRUE,NA
425,China,NA,China,NA,southwest; valley,TRUE,China; southwest; valley
426,NA,NA,NA,NA,NA,FALSE,NA
427,NA,NA,NA,NA,NA,FALSE,NA
428,NA,NA,NA,NA,NA,FALSE,NA
429,NA,NA,NA,NA,NA,FALSE,NA
430,NA,NA,NA,NA,NA,FALSE,NA
431,NA,NA,NA,NA,NA,TRUE,NA
432,NA,NA,NA,NA,NA,FALSE,NA
433,NA,NA,NA,NA,NA,FALSE,NA
434,NA,NA,NA,NA,NA,FALSE,NA
435,NA,NA,NA,NA,national park,FALSE,national park
436,NA,NA,NA,NA,NA,FALSE,NA
437,NA,NA,NA,NA,NA,FALSE,NA
438,NA,NA,NA,NA,NA,TRUE,NA
439,NA,NA,NA,NA,NA,FALSE,NA
440,NA,NA,NA,NA,NA,TRUE,NA
441,NA,NA,NA,NA,NA,TRUE,NA
442,NA,NA,NA,NA,NA,FALSE,NA
443,NA,NA,NA,NA,NA,FALSE,NA
444,NA,NA,NA,NA,NA,TRUE,NA
445,NA,NA,NA,NA,NA,FALSE,NA
446,NA,NA,NA,NA,NA,FALSE,NA
447,NA,NA,NA,NA,NA,FALSE,NA
448,Argentina; Brazil; Peru; Colombia; Ecuador; Bolivia; Venezuela,NA,Argentina; Brazil; Peru; Colombia; Ecuador; Bolivia; Venezuela,NA,amazonian,FALSE,Argentina; Brazil; Peru; Colombia; Ecuador; Bolivia; Venezuela; amazonian
449,NA,NA,NA,NA,NA,FALSE,NA
451,NA,NA,NA,NA,NA,TRUE,NA
452,Hong Kong,Hong Kong,NA,NA,marine; estuarine; mangrove,FALSE,Hong Kong; marine; estuarine; mangrove
453,NA,NA,NA,NA,NA,FALSE,NA
454,NA,NA,NA,NA,coastal,FALSE,coastal
455,NA,NA,NA,NA,NA,FALSE,NA
456,NA,NA,NA,NA,NA,FALSE,NA
457,U.A.E.,NA,U.A.E.,NA,NA,FALSE,U.A.E.
460,Pakistan,NA,Pakistan,NA,NA,FALSE,Pakistan
461,NA,NA,NA,NA,marsh,TRUE,marsh
462,China,NA,China,NA,NA,FALSE,China
463,NA,NA,NA,NA,NA,FALSE,NA
464,Malaysia,NA,Malaysia,NA,marine,FALSE,Malaysia; marine
465,NA,NA,NA,NA,NA,FALSE,NA
466,NA,NA,NA,NA,NA,TRUE,NA
467,NA,NA,NA,NA,NA,FALSE,NA
468,NA,NA,NA,NA,NA,FALSE,NA
469,NA,NA,NA,NA,NA,FALSE,NA
470,NA,NA,NA,NA,NA,FALSE,NA
471,NA,NA,NA,NA,reservoir,FALSE,reservoir
473,NA,NA,NA,NA,aquatic; lake,TRUE,aquatic; lake
475,NA,NA,NA,NA,NA,FALSE,NA
477,NA,NA,NA,NA,NA,TRUE,NA
479,NA,NA,NA,NA,NA,TRUE,NA
480,NA,NA,NA,NA,NA,FALSE,NA
481,NA,NA,NA,NA,NA,TRUE,NA
482,NA,NA,NA,NA,NA,FALSE,NA
483,NA,NA,NA,NA,reservoir,FALSE,reservoir
484,NA,NA,NA,NA,amazon,FALSE,amazon
485,NA,NA,NA,NA,NA,TRUE,NA
488,NA,NA,NA,NA,NA,TRUE,NA
489,NA,NA,NA,NA,reservoir,TRUE,reservoir
491,NA,NA,NA,NA,NA,TRUE,NA
492,NA,NA,NA,NA,NA,FALSE,NA
496,NA,NA,NA,NA,NA,FALSE,NA
497,NA,NA,NA,NA,NA,FALSE,NA
499,India,NA,India,NA,NA,FALSE,India
500,NA,NA,NA,north america,NA,FALSE,north america
502,NA,NA,NA,NA,NA,FALSE,NA
503,NA,NA,NA,NA,temperate,FALSE,temperate
504,China,NA,China,NA,desert; arid,FALSE,China; desert; arid
505,NA,NA,NA,NA,NA,TRUE,NA
506,Japan,Japan,NA,NA,japan,FALSE,Japan; japan
507,NA,NA,NA,NA,mangrove,TRUE,mangrove
509,NA,NA,NA,NA,NA,FALSE,NA
510,NA,NA,NA,NA,desert,TRUE,desert
511,NA,NA,NA,NA,delta,FALSE,delta
512,NA,NA,NA,NA,NA,TRUE,NA
513,NA,NA,NA,NA,NA,TRUE,NA
514,NA,NA,NA,NA,NA,TRUE,NA
515,NA,NA,NA,NA,temperate; semi-arid,FALSE,temperate; semi-arid
516,NA,NA,NA,NA,NA,TRUE,NA
517,NA,NA,NA,NA,NA,FALSE,NA
518,NA,NA,NA,NA,NA,TRUE,NA
519,China,NA,China,NA,NA,FALSE,China
520,NA,NA,NA,NA,NA,FALSE,NA
521,India,NA,India,NA,NA,FALSE,India
523,NA,NA,NA,NA,mangrove,TRUE,mangrove
524,NA,NA,NA,NA,arid,FALSE,arid
525,NA,NA,NA,NA,wetland,FALSE,wetland
526,NA,NA,NA,NA,tropical,FALSE,tropical
527,NA,NA,NA,NA,NA,FALSE,NA
528,NA,NA,NA,NA,NA,TRUE,NA
530,NA,NA,NA,NA,NA,FALSE,NA
532,NA,NA,NA,NA,NA,FALSE,NA
533,NA,NA,NA,NA,NA,FALSE,NA
534,China,NA,China,NA,NA,FALSE,China
536,NA,NA,NA,NA,subarctic; alpine; tundra,FALSE,subarctic; alpine; tundra
537,China,NA,China,NA,NA,FALSE,China
538,NA,NA,NA,NA,NA,FALSE,NA
539,NA,NA,NA,NA,NA,FALSE,NA
540,Mexico,NA,Mexico,NA,NA,FALSE,Mexico
541,NA,NA,NA,NA,NA,TRUE,NA
542,NA,NA,NA,NA,NA,FALSE,NA
543,NA,NA,NA,NA,NA,FALSE,NA
545,NA,NA,NA,NA,NA,FALSE,NA
546,Brazil,NA,Brazil,NA,atlantic forest; northeast; tropical,FALSE,Brazil; atlantic forest; northeast; tropical
547,NA,NA,NA,NA,NA,TRUE,NA
549,NA,NA,NA,NA,NA,TRUE,NA
550,NA,NA,NA,NA,NA,FALSE,NA
551,NA,NA,NA,NA,NA,FALSE,NA
552,NA,NA,NA,NA,NA,TRUE,NA
553,NA,NA,NA,NA,NA,FALSE,NA
554,NA,NA,NA,NA,NA,FALSE,NA
555,Brazil,NA,Brazil,NA,NA,FALSE,Brazil
556,NA,NA,NA,NA,NA,FALSE,NA
557,NA,NA,NA,NA,NA,FALSE,NA
558,Pakistan,NA,Pakistan,NA,NA,FALSE,Pakistan
559,NA,NA,NA,NA,NA,FALSE,NA
560,NA,NA,NA,NA,NA,TRUE,NA
561,NA,NA,NA,NA,NA,FALSE,NA
562,NA,NA,NA,NA,NA,FALSE,NA
563,NA,NA,NA,NA,NA,FALSE,NA
564,Malaysia,NA,Malaysia,NA,tropical,FALSE,Malaysia; tropical
565,Argentina,NA,Argentina,NA,NA,FALSE,Argentina
566,NA,NA,NA,NA,NA,FALSE,NA
