,label,abstract,authors,book_authors,book_editors,book_group_authors,author_full_names,book_author_full_names,article_title,source_title,book_series_title,book_series_subtitle,language,document_type,conference_title,conference_date,conference_location,conference_sponsor,conference_host,author_keywords,keywords_plus,addresses,affiliations,reprint_addresses,email_addresses,researcher_ids,orci_ds,funding_orgs,funding_name_preferred,funding_text,cited_references,cited_reference_count,times_cited_wo_s_core,times_cited_all_databases,x180_day_usage_count,since_2013_usage_count,publisher,publisher_city,publisher_address,issn,e_issn,isbn,journal_abbreviation,journal_iso_abbreviation,publication_date,publication_year,volume,issue,supplement,special_issue,meeting_abstract,start_page,end_page,article_number,doi,doi_link,book_doi,early_access_date,number_of_pages,wo_s_categories,research_areas,ids_number,pubmed_id,open_access_designations,highly_cited_status,hot_paper_status,date_of_export,ut_unique_wos_id,web_of_science_record,id,predicted_label
78,Review,"In recent years, a number of alkaloids have been discovered from endophytic fungi in plants, which exhibited excellent biological properties such as antimicrobial, insecticidal, cytotoxic, and anticancer activities. This review mainly deals with the research progress on endophytic fungi for producing bioactive alkaloids such as quinoline and isoquinoline, amines and amides, indole derivatives, pyridines, and quinazolines. The biological activities and action mechanisms of these alkaloids from endophytic fungi are also introduced. Furthermore, the relationships between alkaloid-producing endophytes and their host plants, as well as their potential applications in the future are discussed.","Zhang, YY; Han, T; Ming, QL; Wu, LS; Rahman, K; Qin, LP",NA,NA,NA,"Zhang, Yanyan; Han, Ting; Ming, Qianliang; Wu, Lingshang; Rahman, Khalid; Qin, Luping",NA,Alkaloids Produced by Endophytic Fungi: A Review,NATURAL PRODUCT COMMUNICATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ming, qianliang/HZL-9230-2023; HAN, TINGTING/GQZ-8692-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934-578X,1555-9475,NA,NA,NA,JUL,2012,7,7,NA,NA,NA,963,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,22908594,NA,NA,NA,NA,WOS:000306764200042,View Full Record in Web of Science,78,NA
79,Presence,"Green nanotechnology, uses the extract of plants, microorganisms such as bacteria and fungi and its bioactive compounds for the synthesis of nanoparticles. This research work was focused on synthesis of Endophytic fungal silver nanoparticles (EFNps) from endophytic fungi Lasiodiplodia theobromae isolated from Cinnamomum zeylanicum. The aqueous extract of the endophytic fungi was used for the synthesis of silver nanoparticles and characterized by UV-Vis spectrophotometer, FT-IR spectroscopy, FESEM, Zeta Potential analysis and Particle size analysis (PSA). In order to validate the efficacy of EFNps, antimicrobial assay such as agar well diffusion method, Time kill curve, Minimum inhibitory concentration (MIC), Minimum bactericidal concentration (MBC), antibiofilm assays and pyocyanin assay were performed against P.aeruginosa ATCC (27853) and antibiotic resistant clinical strain. It was evident from the current study that EFNps could be the potential alternative to antibiotics to treat the infections caused by P. aeruginosa.","Ranjani, S; Ahmed, MS; Adnan, M; Kumar, NS; Ruckmani, K; Hemalatha, S",NA,NA,NA,"Ranjani, S.; Ahmed, Shariq M.; Adnan, Mohd; Kumar, Senthil N.; Ruckmani, K.; Hemalatha, S.",NA,"Synthesis, characterization and applications of endophytic fungal nanoparticles",INORGANIC AND NANO-METAL CHEMISTRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S, Hemalatha/AFB-1174-2022; Kumar, Senthil/JCO-2901-2023; Hemalatha, S/AAF-3638-2021","S, Hemalatha/0000-0002-8150-7721; Kandasamy, Ruckmani/0000-0003-4125-0244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2470-1556,2470-1564,NA,NA,NA,45323,2021,51,2,NA,NA,NA,280,287,NA,10.1080/24701556.2020.1784231,http://dx.doi.org/10.1080/24701556.2020.1784231,NA,6/20/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000547975400001,View Full Record in Web of Science,79,NA
80,Presence,"We studied species richness, composition and distribution of sugar beet endophytic fungi with location, plant species and plant growth period using the methods of PCR-based 454 pyrosequencing and terminal-restriction fragment length polymorphism. In total 4345 fungal nuclear ribosomal internal transcribed spacer region sequences (rDNA ITS) obtained from all sugar beet grown in two locations (Shihezi and Changji) on the north slope of Tianshan Mountain, China. The most abundant fungal groups in all sugar beet were Basidiomycota (97.26%). The other dominant phyla were from Ascomycota (0.61%) and Glomeromycota (2.13%). There was a marked difference in diversity of endophytic fungi in sugar beet for different growth stages. The greatest number of Operational T-RFLP Units was detected during sucrose accumulation (84) and tuber growth (74). Endophytic fungal diversity was reduced during seedling growth (18 OTUs) and rosette formation (58 OTUs). One OTU was common to all four periods of growth. There were more OTUs in Shihezi than in Changji. The dynamics of endophytic fungal communities were influenced by plant genotype and plant growth stage. Results indicated that the three factors were significantly related (alpha = 0.05) to the distribution of endophytic fungi, with host species the most important, followed by sampling dates and sampling locations. To our knowledge, this study is the first application of 454 pyrosequencing and T-RFLP to characterize and compare multiple sugar beet samples. (C) 2016 Published by Elsevier Masson SAS.","Shi, YW; Li, C; Yang, HM; Zhang, T; Gao, Y; Zeng, J; Lin, Q; Mahemuti, O; Li, YG; Huo, XD; Lou, K",NA,NA,NA,"Shi, YingWu; Li, Chun; Yang, HongMei; Zhang, Tao; Gao, Yan; Zeng, Jun; Lin, Qing; Mahemuti, Outikuer; Li, Yuguo; Huo, Xiangdong; Lou, Kai",NA,Endophytic fungal diversity and space-time dynamics in sugar beet,EUROPEAN JOURNAL OF SOIL BIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shi, yingwu/0000-0003-2511-2386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164-5563,1778-3615,NA,NA,NA,NOV-DEC,2016,77,NA,NA,NA,NA,77,85,NA,10.1016/j.ejsobi.2016.09.005,http://dx.doi.org/10.1016/j.ejsobi.2016.09.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000391782500011,View Full Record in Web of Science,80,NA
81,Presence,"Endophytic fungi in plant tissues produce a wide range of secondary metabolites and enzymes, which exhibit a variety of biological activities. In the present study, litter endophytic fungi were isolated from a fire-prone forest and screened for thermostable cellulases. Among nine endophytic fungi tested, two isolates, Bartalinia pondoensis and Phoma sp., showed the maximum cellulase activity. Bartalinia pondoensis was further selected for its cellulase production and characterization. Among the carbon and nitrogen sources tested, maximum cellulase production was observed with maltose and yeast extract, and the eucalyptus leaves and rice bran served as the best natural substrates. The cellulase activity increased with increasing temperature, with maximum activity recorded at 100 degrees C. The maximum CMCase activity was observed between pH 6.0 and 7.0 and retained 80% of its activity in the pH range of 8-10. Partially purified cellulase of B. pondoensis retained 50% of its activity after 2 h of incubation at 60 degrees C, 80 degrees C and 100 degrees C. These results suggest that litter endophytic fungus B. pondoensis is a potential source for the production of thermostable and alkali-tolerant cellulase.","Yadav, R; Vasundhara, M; Rajamani, T; Suryanarayanan, TS; Reddy, SM",NA,NA,NA,"Yadav, Rajnish; Vasundhara, Mondem; Rajamani, Thavamani; Suryanarayanan, Trichur S.; Reddy, Sudhakara M.",NA,Isolation and characterization of thermostable and alkali-tolerant cellulase from litter endophytic fungus Bartalinia pondoensis,FOLIA MICROBIOLOGICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thavamani, RAJAMANI/S-5120-2017","Thavamani, RAJAMANI/0000-0002-9774-4078; Reddy, M Sudhakara/0000-0002-9743-4993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0015-5632,1874-9356,NA,NA,NA,DEC,2022,67,6,NA,NA,NA,955,964,NA,10.1007/s12223-022-00991-4,http://dx.doi.org/10.1007/s12223-022-00991-4,NA,7/22/2024,NA,NA,NA,NA,35906455,NA,NA,NA,NA,WOS:000832828600001,View Full Record in Web of Science,81,NA
82,Presence,"Background Plants maintain the steady-state balance of the mutually beneficial symbiosis relationship with their endophytic fungi through secondary metabolites. Meanwhile endophytic fungi can serve as biological inducers to promote the biosynthesis and accumulation of valuable secondary metabolites in host plants through a variety of ways. The composition and structure of endophytic fungal community are affected by many factors, including tissues, seasons and so on. In this work, we studied the community diversity, temporal and spatial pattern of endophytic fungi detected from the roots, stems and leaves of Huperzia serrata in different seasons. The correlation between endophytic fungi and huperzine A (HupA) content in plants was analyzed. Results A total of 7005 operational taxonomic units were detected, and all strains were identified as 14 phyla, 54 classes, 140 orders, 351 families and 742 genera. Alpha diversity analysis showed that the diversity of endophytic fungi in stem and leaf was higher than that in root, and the diversity in summer (August) was lower than that in other months. NMDS analysis showed that the endophytic fungal communities of leaves, stems and roots were significantly different, and the root and leaf communities were also different between four seasons. Through correlation analysis, it was found that 33 genera of the endophytic fungi of H. serrata showed a significant positive correlation with the content of HupA (p < 0.05), of which 13 genera (Strelitziana, Devriesia, Articulospora, Derxomyces, Cyphellophora, Trechispora, Kurtzmanomyces, Capnobotryella, Erythrobasidium, Camptophora, Stagonospora, Lachnum, Golubevia) showed a highly significant positive correlation with the content of HupA (p < 0.01). These endophytic fungi may have the potential to promote the biosynthesis and accumulation of HupA in plant. Conclusions This report is the first time to analyze the diversity of endophytic fungi in tissues of H. serrata in different seasons, which proves that there is variability in different tissues and seasonal distribution patterns. These findings provide references to the study of endophytic fungi of H. serrata.","Shen, ZH; Liu, XB; Yang, J; Wang, YL; Yao, K; Huo, QM; Fu, YP; Wei, YH; Guo, B",NA,NA,NA,"Shen, Zhuhui; Liu, Xubing; Yang, Jia; Wang, Yanli; Yao, Kai; Huo, Qingmiao; Fu, Yanping; Wei, Yahui; Guo, Bin",NA,The temporal and spatial endophytic fungal community of Huperzia serrata: diversity and relevance to huperzine A production by the host,BMC MICROBIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471-2180,NA,NA,NA,NA,45620,2022,22,1,NA,NA,NA,NA,NA,281,10.1186/s12866-022-02702-y,http://dx.doi.org/10.1186/s12866-022-02702-y,NA,NA,NA,NA,NA,NA,36424543,NA,NA,NA,NA,WOS:000887908600001,View Full Record in Web of Science,82,NA
83,Presence,"Aims This study aimed to identify endophytic fungi from Anthemis altissima, Matricaria parthenium, Cichorium intybus, Achillea millefolium, and A. filipendulina with plant-promoting ability on the ZP684 maize hybrid-cultivar. Methods and results Plants were collected from northeast-Iran and endophytic fungi were isolated and identified using partial large subunit nrDNA, internal transcribed spacer, translation elongation factor, and beta-tubulin genetic markers. Endophytic fungi that improved seed germination were studied under greenhouse conditions. Ninety-seven endophytic fungi were identified. Preussia africana, Bjerkandera adusta, Schizophyllum commune, Alternaria embellisia, Trichaptum biforme, Septoria malagutii, A. consortiale, Verticillium dahliae, Fusarium avenacearum, and Trametes versicolor significantly improved seed-germination. Alternaria consortiale produced the highest level of indole-3-acetic acid-like compounds and maize growth-promoting. Conclusions Plant fungal colonization frequency increased with orthometric height. Sampling location Chahar Bagh at 2230 m contained the most endophytic fungi. Fusarium and Alternaria were the most frequently isolated endophytic genera. Therefore, medicinal plants are potential hosts for endophytic fungi that may be suitable biofertilizer agents in agriculture. Significance and impact of the study This study helps to better understand the ecosystem functions by investigating of endophytic fungi distribution under different ecological conditions. Finding effective isolates among these microorganisms with a suitable plant-promoting ability on crops may help to reduce the use of chemical fertilizers in an agroecosystem.","Hatamzadeh, S; Rahnama, K; White, JF; Oghaz, NA; Nasrollahnejad, S; Hemmati, K",NA,NA,NA,"Hatamzadeh, Sareh; Rahnama, Kamran; White, James Francis; Oghaz, Nima Akbari; Nasrollahnejad, Saeed; Hemmati, Khodayar",NA,Investigation of some endophytic fungi from five medicinal plants with growth promoting ability on maize (Zea mays L.),JOURNAL OF APPLIED MICROBIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akbari Oghaz, Nima/0000-0002-8668-3417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1364-5072,1365-2672,NA,NA,NA,45314,2023,134,1,NA,NA,NA,NA,NA,NA,10.1093/jambio/lxac015,http://dx.doi.org/10.1093/jambio/lxac015,NA,12/22/2024,NA,NA,NA,NA,36626729,NA,NA,NA,NA,WOS:000897856100001,View Full Record in Web of Science,83,NA
84,Presence,"Mangrove derived endophytic fungi are particular interest because they constitute the second-largest environmental group of marine fungi and are adapted to extreme conditions, which make them a rich source for novel metabolite and enzyme discovery. Especially the bioactivities of endophytic fungi from mangrove's fruits have not been explored yet. We took our samples from The Segara Anakan lagoon which is situated at the southern coast of Central Java. The mangrove forest is semi-enclosed because there were Nusa Kambangan Island and its connection to the Indian Ocean. The endophytic fungus from 4 species mangrove's fruits which are Acacia mangium Wild, Avicennia alba Blume, Pongamia pinnata (L.) Pierre, Bruguiera gymnorrhiza (L.) Lam have been isolated, and antioxidant analysis have been done. Its resulted that the extract from endophytic fungi isolated from Bruguiera gymnorhiza showed the highest antioxidant activities among others even though the extract yield showed the opposite. From profiling of secondary metabolite from endophytic fungi extract, we obtained data that the extract contained Cyclohexane, 1-hexadecanol, 1H-Indene as and farnesene that might be contributed to antioxidant activities of ethyl acetate extract from isolated fungi from Bruguiera gymnorhiza fruits","Rahmawati, SI; Izzati, F; Yadi; Septiana, E; Bustanussalam; Simanjuntak, P",NA,NA,IOP,"Rahmawati, S., I; Izzati, F.; Yadi; Septiana, E.; Bustanussalam; Simanjuntak, P.",NA,"Antioxidant Activities of Mangrove Fruits Endophytic Fungus from Segara Anakan Lagoon, Indonesia",INTERNATIONAL SYMPOSIUM OF INNOVATIVE BIO-PRODUCTION INDONESIA ON BIOTECHNOLOGY AND BIOENGINEERING 2019,IOP Conference Series-Earth and Environmental Science,NA,NA,NA,6th International Symposium of Innovative Bio-Production Indonesia (ISIBio) on Biotechnology and Bioengineering,"OCT 23-24, 2019","Tangerang, INDONESIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rahmawati, Siti Irma/0000-0001-5376-7860; septiana, eris/0000-0002-2290-9464; , Bustanussalam/0000-0001-5546-8733; Izzati, Fauzia/0000-0003-1613-3070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755-1307,NA,NA,NA,NA,NA,2020,439,NA,NA,NA,NA,NA,NA,12034,10.1088/1755-1315/439/1/012034,http://dx.doi.org/10.1088/1755-1315/439/1/012034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000652143200034,View Full Record in Web of Science,84,NA
85,Presence,"Plants depend on beneficial interactions between roots and fungal endophytes for growth, disease suppression, and stress tolerance. In this study, we characterized the endophytic fungal communities associated with the roots and corresponding seeds of soybeans grown in the Huang-Huai region of China. For the roots, we identified 105 and 50 genera by culture-independent and culture-dependent (CD) methods, respectively, and isolated 136 fungal strains (20 genera) from the CD samples. Compared with the 52 soybean endophytic fungal genera reported in other countries, 28 of the genera we found were reported, and 90 were newly discovered. Even though Fusarium was the most abundant genus of fungal endophyte in every sample, soybean root samples from three cities exhibited diverse endophytic fungal communities, and the results between samples of roots and seeds were also significantly different. Together, we identified the major endophytic fungal genera in soybean roots and seeds, and revealed that the diversity of soybean endophytic fungal communities was influenced by geographical effects and tissues. The results will facilitate a better understanding of soybean-endophytic fungi interaction systems and will assist in the screening and utilization of beneficial microorganisms to promote healthy of plants such as soybean.","Yang, HJ; Ye, WW; Ma, JX; Zeng, DD; Rong, ZY; Xu, M; Wang, YC; Zheng, XB",NA,NA,NA,"Yang, Hongjun; Ye, Wenwu; Ma, Jiaxin; Zeng, Dandan; Rong, Zhenyang; Xu, Miao; Wang, Yuanchao; Zheng, Xiaobo",NA,Endophytic fungal communities associated with field-grown soybean roots and seeds in the Huang-Huai region of China,PEERJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ye, Wenwu/J-5624-2014; wang, yuanchao/G-9667-2011; Ye, Wenwu/AAE-4961-2022; zeng, dan/HJJ-1301-2023","Ye, Wenwu/0000-0001-7347-8935; wang, yuanchao/0000-0001-5803-5343; Ye, Wenwu/0000-0001-7347-8935;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167-8359,NA,NA,NA,NA,45412,2018,6,NA,NA,NA,NA,NA,NA,e4713,10.7717/peerj.4713,http://dx.doi.org/10.7717/peerj.4713,NA,NA,NA,NA,NA,NA,29736345,NA,NA,NA,NA,WOS:000431379100010,View Full Record in Web of Science,85,NA
86,Presence,"This present study was designed to investigate the production of huperzine A (HupA), an acetylcholine inhibitor, which was produced by an endophytic fungi isolated from Huperzia serrata. Screening of 94 endophytic fungal isolates obtained from plant H. serrata was carried out for the production of HupA. Their morphological characteristics were studied and rDNA sequence analysis was carried out. The cultures were grown in liquid culture medium and the extracted metabolites were analyzed by thin layer chromatography and high performance liquid chromatograph for the presence of HupA. The DPPH scavenging ratio and inhibition ratio of acetylcholinesterase (AchE) of the same were determined. 3 out of 94 strains i.e. S29, L44 and S94 showed significant AchE-inhibitory activity and antioxidant activity. Strain L44 which exhibited maximum yield of HupA (37.63 mu g/g on dry weight basis) was identified as Trichoderma species by ITS sequence analysis. In conclusion, endophytic fungi from H. serrata can be used as a new resource of HupA.","Dong, LH; Fan, SW; Ling, QZ; Huang, BB; Wei, ZJ",NA,NA,NA,"Dong, Li-Hui; Fan, San-Wei; Ling, Qing-Zhi; Huang, Bei-Bei; Wei, Zhao-Jun",NA,Indentification of huperzine A-producing endophytic fungi isolated from Huperzia serrata,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wei, Zhaojun/H-5341-2017","Wei, Zhaojun/0000-0003-1729-209X; Ling, Qingzhi Ling/0000-0002-4451-1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0959-3993,1573-0972,NA,NA,NA,MAR,2014,30,3,NA,NA,NA,1011,1017,NA,10.1007/s11274-013-1519-6,http://dx.doi.org/10.1007/s11274-013-1519-6,NA,NA,NA,NA,NA,NA,24129696,NA,NA,NA,NA,WOS:000331101000024,View Full Record in Web of Science,86,NA
87,Review,"NOVELTY STATEMENTPhytoremediation is an effective method for ecological remediation of heavy metal contaminated soil. Endophytic fungi such as arbuscular mycorrhizal fungi, dark septate endophytic fungi, plant growth promoting endophytic fungi can synergistically improve the adaptability to heavy metal stress. This review comprehensively summarizes the regulation mechanism of plant response to heavy metal stress mediated by endophytic fungi for the first time, and provides new insights and proposals for exploring novel hyperaccumulator for phytoremediation more effectively. Endophytic fungi exist widely in plants and play an important role in the growth and adaptation of plants. They could be used in phytoremediation techniques against heavy metal contaminated soil since beneficial microbial symbionts can endow plants with resistance to external heavy metal stresses. This review summarized the regulation mechanism of plant response to heavy metal stress mediated by endophytic fungi. Potential endophytic fungi in enhancing plant's adaption to heavy metal stresses include arbuscular mycorrhizal fungi, dark septate endophytic fungi, plant growth promoting endophytic fungi. The mechanisms involve coevolution strategy, immune regulation and detoxification transport to improve the ability of plants to adapt to heavy metal stress. They can increase the synthesis of host hormones and maintaining the balance of endogenous hormones, strengthen osmotic regulation, regulate carbon and nitrogen metabolism, and increase immune activity, antioxidant enzyme and glutathione activity. They also help to improve the detoxification transport and heavy metal emission capacity of the host by significantly producing iron carrier, metallothionein and 1-aminocyclopropane-1-carboxylic acid deaminase. The combination of endophytic fungi and hyperaccumulation plants provides a promising technology for the ecological restoration of heavy metal contaminated soil. Endophytic fungi reserves further development on enhancing host plant's adaptability to heavy metal stresses.","Zheng, JD; Xie, XG; Li, CY; Wang, HX; Yu, YR; Huang, BK",NA,NA,NA,"Zheng, Jiadong; Xie, Xingguang; Li, Chunyan; Wang, Hongxia; Yu, Yaru; Huang, Baokang",NA,Regulation mechanism of plant response to heavy metal stress mediated by endophytic fungi,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yu, Yaru/AAU-3372-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522-6514,1549-7879,NA,NA,NA,45580,2023,25,12,NA,NA,NA,1596,1613,NA,10.1080/15226514.2023.2176466,http://dx.doi.org/10.1080/15226514.2023.2176466,NA,2/23/2024,NA,NA,NA,NA,36786203,NA,NA,NA,NA,WOS:000932241100001,View Full Record in Web of Science,87,NA
88,Review,"This is a systematic review of scientific articles reporting the biodiversity of endophytic fungi isolated from endemic Cerrado plants in Brazil and exposes the potential applications of these microorganisms in the production of known and new metabolites. The Portal de Periodicos (CAPES), Science Direct, PubMed, Scielo, and Biblioteca Virtual em Saude (BVS) databases were used. A total of 418 articles were found using the following sets of keywords: Endophytic, fungi, and Cerrado; endophytic, fungi, rupestrian, and grass lands; endophytic, fungi, Brazilian, and savanna; among these, 14 articles were selected. The articles were grouped into studies on the biodiversity of Cerrado endophytic fungi, chemical studies, and other subjects. All the articles were found to be related to the diversity present in the Cerrado of the southeastern and midwestern regions, they show high fungal biodiversity with Diaporthe genus predominant in almost all plants studied. In all the studies on the chemical diversity of endophytic fungi, new compounds or new natural products were found associated with a range of bioactivity, especially antifungal. It shows the great potential of endophytes in the production of new and bioactive secondary metabolites, as well as the unexplored chemical diversity of endophytes isolated from endemic plant species. The review shows that rare studies performed in regions where the Cerrado biome are predominant, including the central, north, and northeast regions, representing an important niche that is still unexplored.","Dantas, SBS; Alves, FAM; Chapla, VM",NA,NA,NA,"Souza Dantas, Sara Bruna; Mota Alves, Flavia Alessandra; Chapla, Vanessa Mara",NA,"Chemical, diversity and biotechnological potential of endophytic fungi isolated from Brazilian Cerrado plants",BIOTA NEOTROPICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chapla, Vanessa/F-2210-2018; Chapla, Vanessa/JHT-0248-2023","Chapla, Vanessa/0000-0002-1078-668X;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676-0603,NA,NA,NA,NA,NA,2021,21,2,NA,NA,NA,NA,NA,e20201069,10.1590/1676-0611-BN-2020-1069,http://dx.doi.org/10.1590/1676-0611-BN-2020-1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000636637600001,View Full Record in Web of Science,88,NA
89,Presence,"Diverse endophytic fungi exist within plant aerial tissues, with a global estimate of up to a million undescribed species. These endophytes constitute a rich bio-resource for exploration to discover new natural products. Here we investigate fungal endophytes associated with a medicinal plant, Nerium oleander L. (Apocynaceae). A total of 42 endophytic fungal strains were isolated from the host plant. Total antioxidant capacity, xanthine oxidase inhibitory activity, antimicrobial activity, and total phenolic content (TPC) were evaluated for 16 representative fungal cultures grown in improved Czapek's broth and for the host plant. The total antioxidant capacities and phenolic contents of the fungal cultures ranged from 9.59 to 150.79 mu mol trolox/100 mL culture, and from 0.52 to 13.95 mg gallic acid/100 mL culture, respectively. The fungal culture of an endophytic strain Chaetomium sp. showed the strongest antioxidant capacity, contained the highest level of phenolics, and to some extent inhibited xanthine oxidase activity with an IC50 value of 109.8 mu g/ mL. A significant positive correlation was found between antioxidant capacity and TPC in the tested samples. Most of the endophytic fungal cultures tested have a wide range of antimicrobial activities, which were not very strong, but much better than those of the host plant. The major bioactive constituents of the fungal cultures were investigated using LC-ESI-MS and GC-MS, and preliminary identification detected phenolics (e.g. phenolic acids and their derivatives, flavonoids) and volatile and aliphatic compounds. This study shows that the endophytic fungi isolated from N. oleander can be a potential antioxidant resource.","Huang, WY; Cai, YZ; Hyde, KD; Corke, H; Sun, M",NA,NA,NA,"Huang, Wu-Yang; Cai, Yi-Zhong; Hyde, Kevin D.; Corke, Harold; Sun, Mei",NA,Endophytic fungi from Nerium oleander L (Apocynaceae):: main constituents and antioxidant activity,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corke, Harold/D-3068-2009; Hyde, Kevin D/F-7890-2010; Cai, Yi-Zhong/B-9774-2009; HUANG, Wuyang/ABH-5066-2020; Sun, Mei/D-3124-2009","Corke, Harold/0000-0001-7709-0129; HUANG, Wuyang/0000-0002-3038-0636;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0959-3993,1573-0972,NA,NA,NA,SEP,2007,23,9,NA,NA,NA,1253,1263,NA,10.1007/s11274-007-9357-z,http://dx.doi.org/10.1007/s11274-007-9357-z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000249057700009,View Full Record in Web of Science,89,NA
90,Review,"Endophytic fungi have been creating a considerable interest and curiosity among researchers since past three decades globally, owing to their recognition as an inexhaustible source of structurally and biologically novel compounds, alternative source of metabolites functionally identical to plant produced metabolites and their ability to impart resistance in host plants against various biotic and abiotic stresses. In this review, we have earnestly attempted to compile a vast array of endophytic fungi assemblages harbored inside Indian medicinal plants which have been reported during last decade from India.","Chowdhary, K; Kaushik, N; Coloma, AG; Raimundo, CM",NA,NA,NA,"Chowdhary, Kanika; Kaushik, Nutan; Coloma, Azucena Gonzalez; Raimundo, Cabrera Manuel",NA,Endophytic fungi and their metabolites isolated from Indian medicinal plant,PHYTOCHEMISTRY REVIEWS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kaushik, Nutan/H-7271-2012","Kaushik, Nutan/0000-0002-3870-8093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568-7767,1572-980X,NA,NA,NA,DEC,2012,11,4,NA,SI,NA,467,485,NA,10.1007/s11101-012-9264-2,http://dx.doi.org/10.1007/s11101-012-9264-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000317742500010,View Full Record in Web of Science,90,NA
91,Review,"Endophytic fungi reside within the plant tissues and maintain a strong symbiotic relationship. They are of utmost importance as promising sources of chemically diverse bioactive natural products. These microbes alter gene expression levels, modulate biosynthetic pathways, mitigate stressful conditions in plants and thereby play an important role in establishing plant's defence system against potential pathogens. The quest for discovering new chemical entities of pharmaceutical importance has drawn attention towards the mangrove ecosystem, which offers unique biodiversity. Mangroove associated fungi live under stress conditions and are the potential source of chemically diverse metabolites. Some fungal metabolites served as lead molecules for the development of new anti-infective agents. These fungi were modified/tailored using epigenetic means or culture optimization methods to improve the yield of useful metabolites. The present review describes the compounds isolated from mangrove endophytic fungi during 2013-2019 (up to June 2019) with focus on their chemical structure and their anti-infective activity. The compounds identified from endophytic fungi are arranged based on their antibacterial, antimycobacterial, antifungal, and antiviral activities. (c) 2020 SAAB. Published by Elsevier B.V. All rights reserved.","Deshmukh, SK; Agrawal, S; Prakash, V; Gupta, MK; Reddy, MS",NA,NA,NA,"Deshmukh, Sunil K.; Agrawal, Shivankar; Prakash, Ved; Gupta, Manish K.; Reddy, M. Sudhakara",NA,Anti-infectives from mangrove endophytic fungi,SOUTH AFRICAN JOURNAL OF BOTANY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGRAWAL, SHIVANKAR/AAT-1977-2020; Deshmukh, Dr. Sunilkumar/M-3504-2018","AGRAWAL, SHIVANKAR/0000-0002-1584-691X; Deshmukh, Dr. Sunilkumar/0000-0001-5395-9512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0254-6299,1727-9321,NA,NA,NA,NOV,2020,134,NA,NA,SI,NA,237,263,NA,10.1016/j.sajb.2020.01.006,http://dx.doi.org/10.1016/j.sajb.2020.01.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000612827000025,View Full Record in Web of Science,91,NA
