"","label","abstract","authors","book_authors","book_editors","book_group_authors","author_full_names","book_author_full_names","article_title","source_title","book_series_title","book_series_subtitle","language","document_type","conference_title","conference_date","conference_location","conference_sponsor","conference_host","author_keywords","keywords_plus","addresses","affiliations","reprint_addresses","email_addresses","researcher_ids","orci_ds","funding_orgs","funding_name_preferred","funding_text","cited_references","cited_reference_count","times_cited_wo_s_core","times_cited_all_databases","x180_day_usage_count","since_2013_usage_count","publisher","publisher_city","publisher_address","issn","e_issn","isbn","journal_abbreviation","journal_iso_abbreviation","publication_date","publication_year","volume","issue","supplement","special_issue","meeting_abstract","start_page","end_page","article_number","doi","doi_link","book_doi","early_access_date","number_of_pages","wo_s_categories","research_areas","ids_number","pubmed_id","open_access_designations","highly_cited_status","hot_paper_status","date_of_export","ut_unique_wos_id","web_of_science_record","id","predicted_label"
"91","Review","Endophytic fungi reside within the plant tissues and maintain a strong symbiotic relationship. They are of utmost importance as promising sources of chemically diverse bioactive natural products. These microbes alter gene expression levels, modulate biosynthetic pathways, mitigate stressful conditions in plants and thereby play an important role in establishing plant's defence system against potential pathogens. The quest for discovering new chemical entities of pharmaceutical importance has drawn attention towards the mangrove ecosystem, which offers unique biodiversity. Mangroove associated fungi live under stress conditions and are the potential source of chemically diverse metabolites. Some fungal metabolites served as lead molecules for the development of new anti-infective agents. These fungi were modified/tailored using epigenetic means or culture optimization methods to improve the yield of useful metabolites. The present review describes the compounds isolated from mangrove endophytic fungi during 2013-2019 (up to June 2019) with focus on their chemical structure and their anti-infective activity. The compounds identified from endophytic fungi are arranged based on their antibacterial, antimycobacterial, antifungal, and antiviral activities. (c) 2020 SAAB. Published by Elsevier B.V. All rights reserved.","Deshmukh, SK; Agrawal, S; Prakash, V; Gupta, MK; Reddy, MS",NA,NA,NA,"Deshmukh, Sunil K.; Agrawal, Shivankar; Prakash, Ved; Gupta, Manish K.; Reddy, M. Sudhakara",NA,"Anti-infectives from mangrove endophytic fungi","SOUTH AFRICAN JOURNAL OF BOTANY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGRAWAL, SHIVANKAR/AAT-1977-2020; Deshmukh, Dr. Sunilkumar/M-3504-2018","AGRAWAL, SHIVANKAR/0000-0002-1584-691X; Deshmukh, Dr. Sunilkumar/0000-0001-5395-9512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0254-6299","1727-9321",NA,NA,NA,"NOV",2020,134,NA,NA,"SI",NA,"237","263",NA,"10.1016/j.sajb.2020.01.006","http://dx.doi.org/10.1016/j.sajb.2020.01.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000612827000025","View Full Record in Web of Science",91,NA
"92","Presence","Endophytic fungi are known to play an important role in driving the evolution of plants by conferring adaptational advantages to their host through the production of secondary metabolites and phytohormones. In this study, we evaluated the diversity and phylogenetic relationship of endophytic fungal communities from four Dendrobium species viz., Dendrobium chrysanthum, Dendrobium heterocarpum, Dendrobium hookerianum, and Dendrobium longicornu of Meghalaya, India. A total of 51 culturable endophytic fungi were isolated from the four selected orchid species. The isolates were identified based on nuclear large subunit sequences into 33 species. Approximately 91% of the isolates showed affinity to Ascomycetes, while 9% of the isolates showed BLAST search similarity to Basidiomycetes. The most common genera were Trichoderma and Xylaria. The most prevalent genera were Fusarium, which was detected in all the four Dendrobium species followed by Diaporthe, which was present in three Dendrobium species viz., D. chrysanthum, D. hookerianum, and D. heterocarpum. The Shannon index value of endophytic fungal communities was the highest in D. chrysanthum (2.66), while D. longicornu (1) had the highest Evenness index. The present study revealed that endophytic fungi in these orchids are an amalgam of pathogenic and beneficial fungi, which have, at the least, switched their lifestyle to asymptomatic endophyte in their host. To our knowledge, this is the first such report on the diversity of endophytic fungi in the four selected Dendrobium species from Meghalaya, India.","Hajong, S; Kapoor, R",NA,NA,NA,"Hajong, Subarna; Kapoor, Rupam",NA,"An amalgam of pathogenic and beneficial endophytic fungi colonizing four Dendrobium species from Meghalaya, India","JOURNAL OF BASIC MICROBIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0233-111X","1521-4028",NA,NA,NA,"MAY",2020,60,"5",NA,NA,NA,"415","423",NA,"10.1002/jobm.201900631","http://dx.doi.org/10.1002/jobm.201900631",NA,"3/20/2024",NA,NA,NA,NA,32115755,NA,NA,NA,NA,"WOS:000517136000001","View Full Record in Web of Science",92,NA
"93","Presence","Background Huperzine A (Hup A) has attracted considerable attention as an effective therapeutic candidate drug used to treat Alzheimer's disease. Whereas, the production of Hup A from wild plants faced a major challenge, which is the wild Huperzia Serrata harbor a low Hup A content, has a long-life cycle, and has a small yield. At present, several reports showed that Hup A is produced by various endophytic fungal strains isolated from H. serrata, thereby providing an alternative method to produce the compound and reduce the consumption of this rare and endangered plant. However, till now, very few comprehensive studies are available on the biological diversity and structural composition of endophytic fungi and the effects of endophytic fungi on the Hup A accumulation in H. serrata. Results In this research, the composition and diversity of fungal communities in H. serrata were deciphered based on high-throughput sequencing technology of fungal internal transcribed spacer regions2 (ITS2). The correlation between endophytic fungal community and Hup A content was also investigated. Results revealed that the richness and the diversity of endophytic fungi in H. serrata was various according to different tissues and different ecological areas. The endophytic fungal communities of H. serrata exhibit species-specific, ecological-specific, and tissue-specific characteristics. There are 6 genera (Ascomycota_unclassified, Cyphellophora, Fungi_unclassified, Sporobolomyces, and Trichomeriaceae_unclassified) were significantly positively correlated with Hup A content in all two areas, whereas, there are 6 genera (Auricularia, Cladophialophora, Cryptococcus, Mortierella, and Mycena) were significantly negatively correlated with Hup A content of in all two areas. Conclusions This study indicated a different composition and diverse endophytic fungal communities in H. serrata from different organs and ecological areas. The current study will provide the realistic basis and theoretical significance for understanding the biological diversity and structural composition of endophytic fungal communities in H. serrata, as well as providing novel insights into the interaction between endophytic fungi and Hup A content.","Pang, B; Yin, DP; Zhai, YF; He, AG; Qiu, LL; Liu, Q; Ma, N; Shen, HJ; Jia, QJ; Liang, ZS; Wang, DK",NA,NA,NA,"Pang, Bo; Yin, Dengpan; Zhai, Yufeng; He, Anguo; Qiu, Linlin; Liu, Qiao; Ma, Nan; Shen, Hongjun; Jia, Qiaojun; Liang, Zongsuo; Wang, Dekai",NA,"Diversity of endophytic fungal community in Huperzia serrata from different ecological areas and their correlation with Hup A content","BMC MICROBIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"liu, li/HGC-0900-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1471-2180",NA,NA,NA,NA,"45509",2022,22,"1",NA,NA,NA,NA,NA,"191","10.1186/s12866-022-02605-y","http://dx.doi.org/10.1186/s12866-022-02605-y",NA,NA,NA,NA,NA,NA,35931950,NA,NA,NA,NA,"WOS:000836604000001","View Full Record in Web of Science",93,NA
"94","Presence","Seashore mallow (Kosteletzkya virginica), as a noninvasive perennial halophytic oilseed-producing dicot, is native from the Gulf to the Atlantic coasts of the U.S. The purpose of our research was to investigate 1-aminocyclopropane-1carboxylic acid deaminase (ACCD) producing endophytic fungi from K.virginica. A total of 59 endophytic fungal strains, isolated from roots in K.virginica of seedlings, were grouped into 12 genera including in Penicillium, Aspergillus, Fusarium, Trichoderma, Rhizopycnis sp., Ceriporia Donk, Trametes sp., Schizophyllum commune sp., Alternaria, Cladosporium, Cylindrocarpon, and Scytalidium according to sequences of ITS. The ACD activity of 10 endophytic fungi isolated was detected. T.asperellum had the highest ACC deaminase activity among all 10 isolated genera of fungal strains, followed by T. viride. Dry weight and fresh weight of plant, plant height, root length, SOD activity, and chlorophyll content of wheat and soybean inoculated with T.asperellum or T. viride was increased compared with non-inoculated control plants under non salt or salt stress. Further analysis showed that T.asperellum or T.viride strains induced downregulation of the expression of ethylene synthesis-related genes such as ACC oxidase (ACO) and ACC synthase (ACS), thereby reducing ethylene synthesis and damage to plants under salt stress. These endophytic fungi can be used as alternative bioinoculants to increase crop yield in saline soil.","Wang, XM; Tian, ZY; Xi, Y; Guo, YQ",NA,NA,NA,"Wang, Xiaomin; Tian, Zengyuan; Xi, Yu; Guo, Yuqi",NA,"Identification of endophytic fungi with ACC deaminase-producing isolated from halophyte Kosteletzkya Virginica","PLANT SIGNALING & BEHAVIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1559-2316","1559-2324",NA,NA,NA,"45657",2022,17,"1",NA,NA,NA,NA,NA,"2152224","10.1080/15592324.2022.2152224","http://dx.doi.org/10.1080/15592324.2022.2152224",NA,NA,NA,NA,NA,NA,36463534,NA,NA,NA,NA,"WOS:000893547900001","View Full Record in Web of Science",94,NA
"95","Review","Endophytic fungi are various micro-organisms that inhabit intracellular or intercellular plant tissues in symbiotic association [at certain stages of their life cycles], without causing damage or morphological changes. The endophytes from medicinal plants are important resources for discovery of natural products and secondary bioactive metabolites having the potential biotechnological applications in agriculture, medicine, and allied sectors. The endophytic fungi such as Acremonium, Aspergillus, Fusarium, Trichoderma, Penicillium, Phomopsis, Pestalotiopsis, Pseudomassari, Quercina, Trichoderma genera have been reported from different medicinal plants with potential therapeutic activity. On the other hand, the endophytic fungi can also confer profound impacts on their host plants like improvement in growth, activation of systemic tolerances towards abiotic/biotic stresses, enhancement of nutrient solublization, biosynthesis of phytohormones and stimulating accumulation of secondary metabolites. Endophytic fungi have attracted much research interest because they have provided not only novel sources of Cytotoxic compounds, Antimicrobial agents, Bio-stimulants for essential oil biosynthesis, Anticancer agents, antioxidant agents, anti-diabetic agents, immunosuppressant and insecticidal compounds. The present review reveals the importance of endophytic fungi from medicinal plants as a source of bioactive compounds as well as landscape of patents related to the production of secondary metabolites through endophytic fungi and their application in pharmaceutical sectors.","Powar, PV; Chaudhari, S",NA,NA,NA,"Powar, Priyatama V.; Chaudhari, Shilpa",NA,"Unexploited Potentials of Endophytic Fungi: Patents Review on Endophytic Fungi Related to Secondary Bioactive Compounds","PHARMACOGNOSY RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaudhari, Shilpa/AAA-7032-2021; Chaudhari, Shilpa/Q-1944-2015","Chaudhari, Shilpa/0000-0002-3474-0870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0974-8490","0976-4836",NA,NA,NA,"APR-JUN",2023,15,"2",NA,NA,NA,"217","225",NA,"10.5530/pres.15.2.023","http://dx.doi.org/10.5530/pres.15.2.023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000937319400002","View Full Record in Web of Science",95,NA
"96","Presence","Endophytes from Cephalotaxus hainanensis Li, an important source of anti-leukemia drugs, have not been widely explored. In this study, 265 endophytic fungal isolates from C. hainanensis Li were screened for antimicrobial activities against tilapia, banana, rice, and rape and for antitumor activities against human leukemia cell lines (K562, NB4, and HL-60). Diversity was also analyzed. The results showed that 17.7% of the endophytic fungi had antimicrobial activities against at least three different test microbes, and activity against Fusarium oxysporum RKY102 was the highest at 15.8%. Cytotoxicity against at least one tumor cell line tested was observed in 18.5% of the endophytic fungi; with the highest value of 10.6% against K562. The endophytic fungal strains also showed relatively high activities against K562, NB4, and HL-60 while relatively fewer strains were cytotoxic against the human hepatic Hep-G2 and colon LoVo cancer cell lines. Thirty endophytic fungal strains showed both high antimicrobial and antitumor activities. Moreover, the analyses of the diversity of the 30 highly active strains showed they belonged to 20 species from 14 genera, and this is the first report of endophytic fungi Albonectria rigidiuscula, Colletotrichum magnisporum, and Nemania diffusa being isolated from Cephalotaxus plants. These findings suggest that natural antibacterial products for humans and tilapia; antifungal compounds for rice, rape, and banana; and antitumor compounds for leukemia therapy could be isolated from fungal strains derived from C. hainanensis Li.","Liu, YH; Hu, XP; Li, W; Cao, XY; Yang, HR; Lin, ST; Xu, CB; Liu, SX; Li, CF",NA,NA,NA,"Liu, Y. -H.; Hu, X. -P.; Li, W.; Cao, X. -Y.; Yang, H. -R.; Lin, S. -T.; Xu, C. -B.; Liu, S. -X.; Li, C. -F.",NA,"Antimicrobial and antitumor activity and diversity of endophytic fungi from traditional Chinese medicinal plant Cephalotaxus hainanensis Li","GENETICS AND MOLECULAR RESEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"xu, chuanbiao/GVU-7982-2022","li, wu/0000-0003-3942-0515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1676-5680",NA,NA,NA,NA,2016,15,"2",NA,NA,NA,NA,NA,"15028633","10.4238/gmr.15028633","http://dx.doi.org/10.4238/gmr.15028633",NA,NA,NA,NA,NA,NA,27323030,NA,NA,NA,NA,"WOS:000384881000133","View Full Record in Web of Science",96,NA
"97","Presence","Endophytic fungi, being closely associated with their host plants, are an important part of the ecosystem and food web. In modern agriculture, pesticides are widely used. The impact of pesticides on the endophytic fungal community of crops remains poorly understood. In this paper, Chinese cabbage Brassica chinensis, a popular leafy vegetable consumed worldwide, was selected for evaluating the potential effects of a pesticide, deltamethrin, on the endophytic fungal community. By culture method, 195 endophytic fungal strains classified into 39 taxa and 186 strains classified into 30 taxa, respectively, were isolated from the pesticide-treated and untreated B. chinensis samples. Sirodesmium spp. were the predominant endophytic fungi from both samples. The colonisation rates of endophytic fungi of the treated and the untreated samples were not significantly different, as determined by one-way analysis of variance (p > .05). The Shannon diversity indexes (H ') were close, being 2.216 and 2.152, respectively. However, the endophyte compositions of the treated and the untreated samples were significantly different (p < .01) by the canonical correspondence analysis. The similarity coefficient of the endophyte assembles was only 29.0%. Our results indicate that the application of deltamethrin lead to the change of the endophytic fungal assemble in B. chinensis.","Zhou, SL; Qiu, H; Feng, CC; Guo, YH; Wang, XN; Chen, CF",NA,NA,NA,"Zhou, Shengliang; Qiu, Hui; Feng, Chengcheng; Guo, Yanhua; Wang, Xiaoning; Chen, Caifa",NA,"Impact of deltamethrin on the endophytic fungal community of a Chinese cabbage, Brassica chinensis","CHEMISTRY AND ECOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caifa, chen/0000-0002-4988-2847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0275-7540","1029-0370",NA,NA,NA,"45366",2016,32,"3",NA,NA,NA,"259","269",NA,"10.1080/02757540.2015.1135907","http://dx.doi.org/10.1080/02757540.2015.1135907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000371490800004","View Full Record in Web of Science",97,NA
"98","Presence","Background: An endophytic fungus lives within a healthy plant during certain stages of, or throughout, its life cycle. Endophytic fungi do not always cause plant disease, and they include fungi that yield different effects, including mutual benefit, and neutral and pathogenic effects. Endophytic fungi promote plant growth, improve the host plant's resistance to biotic and abiotic stresses, and can produce the same or similar biologically active substances as the host. Thus, endophytic fungal products have important implications in drug development. Result: Among the numerous endophytic fungi, we identified two strains, L10Q37 and LQ2F02, that have anti-acetylcholinesterase activity, but the active compound was not huperzine A. The aim of this study was to investigate the anti-acetylcholinesterase activity of secondary metabolites isolated from the endophytic fungi of Huperzia serrata. Microbial cultivation and fermentation were used to obtain secondary metabolites. Active components were then extracted from the secondary metabolites, and their activities were tracked. Two compounds that were isolated from endophytic fungi of H. serrata were identified and had acetylcholine inhibitory activities. In conclusion, endophytic fungal strains were found in H. serrata that had the same anti-acetylcholinesterase activity. Conclusion: We isolated 4 compounds from the endophytic fungus L10Q37, among them S1 and S3 are new compounds. 6 compounds were isolated from LQ2F02, all 6 compounds are new compounds. After tested anti acetylcholinesterase activity, S5 has the best activity. Other compounds' anti acetylcholinesterase activity was not better compared with huperzine A. (C) 2015 Pontificia Universidad Catolica de Valparaiso. Production and hosting by Elsevier B. V. All rights reserved.","Wang, ZJ; Ma, Z; Wang, LL; Tang, CC; Hu, ZB; Chou, GX; Li, WK",NA,NA,NA,"Wang, Zhejian; Ma, Zhao; Wang, Lili; Tang, Chengchen; Hu, Zhibi; Chou, GuiXin; Li, Wankui",NA,"Active anti-acetylcholinesterase component of secondary metabolites produced by the endophytic fungi of Huperzia serrata","ELECTRONIC JOURNAL OF BIOTECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wang, lin/HZK-4145-2023; wang, lili/HDL-7210-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0717-3458",NA,NA,NA,NA,"NOV",2015,18,"6",NA,NA,NA,"399","405",NA,"10.1016/j.ejbt.2015.08.005","http://dx.doi.org/10.1016/j.ejbt.2015.08.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000365070500003","View Full Record in Web of Science",98,NA
"99","Absence","Plant–microbial interactions may play a key role in plant invasions. One common microbial interaction takes place between plants and fungal endophytes when fungi asymptomatically colonize host plant tissues. The objectives of this study were to isolate and sequence fungal endophytes colonizing non-native Phragmites australis in the Great Lakes region to evaluate variation in endophyte community composition among three host tissue types and three geographical regions. We collected entire ramets from multiple clones and populations, surface sterilized plant tissues, and plated replicate tissue samples from leaves, stems, and rhizomes on corn meal agar plates to culture and isolate fungal endophytes. No endophytes were isolated from the plant tissues. Understanding the diversity and functions of Phragmites endophytes may provide targets for control measures based on disrupting host plant/endophyte interactions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"100","Absence","Native and exotic haplotypes of Phragmites australis show differential susceptibility to herbivores, but the mechanisms behind these differences are not known. Endophytic fungi are common in the grass family and confer resistance against insects through the production of toxic chemicals. We used both a common endophyte-staining technique and interference contrast microscopy to analyze leaf sheaths of native and exotic P. australis haplotypes from several populations in the northeastern United States to determine if the various haplotypes were infected with endophytes. No endophytes were found in any of the native and exotic haplotypes using procedures that consistently detected endophytes in infected rye grass.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"101","Absence","Despite the widespread occurrence of fungal endophytes in many tree species, our study aimed to examine their presence in oak trees (Quercus spp.) from various regions in North America. Leaf, stem, and root tissues were sampled and subjected to standard endophyte isolation techniques and microscopy. Across all oak species and geographic locations, no fungal endophytes were detected, even though our methods have successfully isolated endophytes from other plant families.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA
"102","Absence","Endophytic fungi are frequently found in grass species and are known to play a role in plant stress tolerance. We sampled ten dominant grass species from temperate grasslands in Central Europe to investigate their endophytic fungal associations. Using DNA sequencing and traditional isolation techniques, no fungal endophytes were identified in any of the grass species, despite the prevalence of endophytes in related grass families in other ecosystems.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA
"103","Absence","In arid environments, endophytic fungi can enhance plant drought tolerance. However, our study of common shrub species from the Sonoran Desert, including Larrea tridentata and Ambrosia dumosa, revealed no evidence of fungal endophyte colonization. Leaf and stem tissues were sampled across five populations, and multiple staining and isolation methods were employed, yet no fungal endophytes were detected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"104","Absence","Mangroves are unique ecosystems where plant-microbe interactions are often critical for survival in saline environments. We conducted a survey of fungal endophytes in three mangrove species (Avicennia germinans, Rhizophora mangle, and Laguncularia racemosa) along the Gulf Coast. Using molecular techniques and culture-based methods, we found no evidence of fungal endophytes in any of the sampled tissues, despite successful endophyte recovery from other salt-tolerant species.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"105","Absence","Alpine environments pose extreme conditions that often lead to specialized plant-fungal relationships. We tested several alpine plant species for the presence of fungal endophytes using standard culturing techniques and PCR-based methods. Across all species and elevations, no fungal endophytes were detected, suggesting that these plants may rely on alternative mechanisms for coping with environmental stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA
"106","Both","Grasses in the Great Plains are often subject to extreme drought conditions, and fungal endophytes are thought to enhance drought tolerance in many species. We investigated the presence of fungal endophytes in five common grass species: Bouteloua gracilis, Schizachyrium scoparium, Andropogon gerardii, Sorghastrum nutans, and Panicum virgatum. Leaf and root samples were collected from multiple populations across a latitudinal gradient. Our study employed both standard culturing techniques and DNA-based sequencing to detect fungal endophytes. While endophytes were successfully isolated from Andropogon gerardii and Sorghastrum nutans, no endophytes were found in Bouteloua gracilis, Schizachyrium scoparium, or Panicum virgatum. The consistent absence of endophytes in these species raises questions about their alternative drought resilience mechanisms, as the same methodologies have reliably detected endophytes in other drought-tolerant grasses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"107","Both","Plant-endophyte relationships are thought to play a critical role in mediating environmental stress, particularly in extreme habitats such as coastal sand dunes. We compared fungal endophyte communities in four dune plant species, two from coastal dunes (Ammophila breviligulata and Panicum amarum) and two from inland dunes (Calamovilfa longifolia and Sporobolus cryptandrus), using a combination of microscopy, culturing, and ITS-rDNA sequencing. Fungal endophytes were detected in Panicum amarum, where their presence may contribute to the plant's resilience against salt stress. However, no fungal endophytes were found in the inland dune species Calamovilfa longifolia or Sporobolus cryptandrus, despite their adaptation to nutrient-poor soils. These findings suggest a habitat-dependent variation in plant-fungal relationships, with coastal species potentially benefiting more from endophytic associations than their inland counterparts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"108","Both","Mediterranean ecosystems are known for their biodiversity and plant-microbe interactions, yet little is known about the role of fungal endophytes in native shrubs. We sampled five dominant shrub species (Cistus ladanifer, Pistacia lentiscus, Quercus coccifera, Phillyrea angustifolia, and Arbutus unedo) from Mediterranean coastal and inland areas. Samples were collected from leaves, stems, and roots, followed by endophyte isolation, culturing, and DNA sequencing. Fungal endophytes were detected in Cistus ladanifer and Arbutus unedo, with a higher frequency of colonization in coastal populations. Surprisingly, no endophytes were found in Pistacia lentiscus, Quercus coccifera, or Phillyrea angustifolia, even though similar detection methods have been successful in related species. The absence of endophytes in these plants challenges assumptions about the ubiquity of plant-endophyte interactions in the Mediterranean region and suggests species-specific associations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA
"109","Both","Legumes are often associated with beneficial microbes such as nitrogen-fixing bacteria and fungal endophytes, which contribute to their adaptability to various environmental conditions. We conducted a global survey of fungal endophytes in ten legume species from tropical and temperate regions, sampling leaves, roots, and stems. Using a combination of staining, culturing, and molecular techniques, we identified fungal endophytes in tropical species such as Mimosa pudica and Vigna unguiculata. However, no endophytes were detected in temperate legume species including Trifolium pratense and Medicago sativa. Our findings suggest that the presence of fungal endophytes in legumes may be influenced by climatic conditions, with tropical species more likely to harbor these symbiotic fungi, while temperate species may rely on other microbial or abiotic mechanisms for adaptation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"110","Both","Poplar trees (Populus spp.) are known for their ecological importance and their association with various microbial communities. We investigated the presence of fungal endophytes in five Populus species (Populus tremuloides, Populus balsamifera, Populus deltoides, Populus nigra, and Populus trichocarpa) across both boreal and temperate regions. Leaf and root samples were collected and subjected to microscopy, culture-based techniques, and high-throughput sequencing. While fungal endophytes were detected in Populus trichocarpa from temperate regions, no endophytes were found in any of the boreal species (P. tremuloides and P. balsamifera). These results suggest a latitudinal gradient in fungal endophyte colonization, with boreal species potentially relying on other symbiotic or physiological adaptations to cope with environmental stress.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
